gene,eqZ,wbZ,ntZ,multiZ
ENSG00000148218,2.48147,1.26694,-0.530028,0.521074
ENSG00000148219,0.90322,,,
ENSG00000148225,1.97589,1.50333,,
ENSG00000148229,0.167503,,,
ENSG00000148248,-0.32853,,-1.27765,
ENSG00000148288,2.65109,-1.16455,,
ENSG00000148290,0.802041,2.97005,1.96498,3.48959
ENSG00000148291,0.685202,,0.21609,
ENSG00000148296,2.34814,1.92819,1.74505,2.59737
ENSG00000148297,1.87017,,,
ENSG00000148300,0.857805,,1.50347,
ENSG00000148303,0.365492,1.11693,,
ENSG00000148308,-1.00333,-0.460635,,
ENSG00000148331,-1.00065,,-0.317124,
ENSG00000148334,0.143718,,,
ENSG00000148335,0.489765,,,
ENSG00000148337,-2.31024,,,
ENSG00000148341,-0.213546,,,
ENSG00000148344,1.61412,0.230809,-1.15716,-0.655031
ENSG00000148356,-4.83995,,-2.88196,
ENSG00000148384,0.335299,,1.21143,
ENSG00000148396,0.375361,,2.00296,
ENSG00000148399,-0.0300902,-0.865552,,
ENSG00000148411,0.963479,2.13149,0.929295,2.1643
ENSG00000148429,3.18604,,1.3956,
ENSG00000148444,0.860586,,,
ENSG00000148450,1.02777,,-0.634544,
ENSG00000148459,-2.21489,,0.233248,
ENSG00000148481,1.76805,,0.208441,
ENSG00000148484,-0.999983,0.590636,,
ENSG00000148488,0.269745,,-3.34319,
ENSG00000148498,1.20918,-0.35197,,
ENSG00000148572,1.8732,,,
ENSG00000148600,-4.06656,,-3.26269,
ENSG00000148634,0.39152,0.375441,-0.443743,-0.0482973
ENSG00000148655,-3.0896,-2.26535,-2.39836,-3.29774
ENSG00000148672,0.334303,,,
ENSG00000148688,-0.680326,,1.2753,
ENSG00000148690,-0.937578,0.342675,0.0764137,0.29634
ENSG00000148700,-0.654397,,0.5599,
ENSG00000148719,-0.402004,,-0.167348,
ENSG00000148795,-4.35454,,,
ENSG00000148803,0.746158,,0.447484,
ENSG00000148814,0.766574,0.160387,0.261275,0.29816
ENSG00000148824,-0.85843,0.386859,0.166577,0.391338
ENSG00000148832,0.747825,,1.71211,
ENSG00000148834,-2.25121,,-0.577455,
ENSG00000148840,-3.34563,,,
ENSG00000148843,2.76979,2.82599,2.86724,4.02573
ENSG00000148908,-0.786183,,-0.678921,
ENSG00000148925,2.51056,,,
ENSG00000148935,-0.257152,,1.24547,
ENSG00000148943,-0.912192,,,
ENSG00000149016,1.19967,,,
ENSG00000149084,-4.6685,,-0.92975,
ENSG00000149089,0.141038,0.294516,0.451102,0.527232
ENSG00000149091,3.89576,,,
ENSG00000149100,-0.985929,,-1.91227,
ENSG00000149115,3.0283,,,
ENSG00000149136,0.803456,,,
ENSG00000149150,-1.37171,,1.30665,
ENSG00000149177,0.683501,2.43405,,
ENSG00000149179,-2.47606,,-4.02487,
ENSG00000149182,4.92556,2.28367,4.52902,4.8173
ENSG00000149196,2.97842,0.723402,-0.158663,0.39933
ENSG00000149218,-1.26568,,-0.977961,
ENSG00000149231,-0.887929,,-0.963998,
ENSG00000149257,-0.960094,,-2.33547,
ENSG00000149260,-1.98754,,1.25114,
ENSG00000149262,-3.03412,-1.32923,,
ENSG00000149269,-0.656907,-1.05367,,
ENSG00000149273,-2.38572,,,
ENSG00000149289,-0.202522,-0.367235,,
ENSG00000149292,-1.81397,1.59817,0.100888,1.20142
ENSG00000149294,3.53208,,3.52151,
ENSG00000149308,2.02247,,,
ENSG00000149311,1.98827,,,
ENSG00000149328,-1.34293,-0.111865,-0.347786,-0.325022
ENSG00000149346,1.0528,,-1.51172,
ENSG00000149403,-0.678282,,,
ENSG00000149418,-1.44462,-0.753229,,
ENSG00000149428,2.46077,,,
ENSG00000149474,-2.25948,-0.0593897,-1.07689,-0.803472
ENSG00000149480,-2.44159,0.364243,,
ENSG00000149483,0.440393,,,
ENSG00000149485,1.93178,,,
ENSG00000149489,-1.31868,0.241254,,
ENSG00000149499,-0.27259,0.0972148,,
ENSG00000149503,1.26409,0.136397,,
ENSG00000149506,2.84238,,,
ENSG00000149527,0.368985,1.43116,,
ENSG00000149532,1.96446,,0.298995,
ENSG00000149534,-0.249371,,,
ENSG00000149541,-0.863318,,,
ENSG00000149547,-2.26917,,1.02068,
ENSG00000149548,-2.36511,-1.58931,-0.854427,-1.72798
ENSG00000149554,1.23972,-0.282809,1.11252,0.586693
ENSG00000149557,0.562095,2.74429,,
ENSG00000149575,0.0559695,-1.83542,0.361596,-1.04215
ENSG00000149591,-5.17198,-2.29132,-0.362867,-1.87679
ENSG00000149599,1.55587,1.54608,-0.0329969,1.06991
ENSG00000149600,2.95712,,,
ENSG00000149634,-3.09452,,-0.578176,
ENSG00000149636,0.113853,,,
ENSG00000149639,0.298646,,2.06908,
ENSG00000149657,-6.20357,,1.97813,
ENSG00000149679,-0.366028,-0.966713,-0.676787,-1.16213
ENSG00000149716,-0.668097,,,
ENSG00000149743,2.02937,0.715805,2.41836,2.21619
ENSG00000149782,1.27862,-2.63329,,
ENSG00000149806,-2.26038,,-0.745418,
ENSG00000149809,-0.21504,,,
ENSG00000149922,-4.38901,-2.1385,-1.92517,-2.87344
ENSG00000149923,6.03488,,,
ENSG00000149927,2.78053,4.63311,4.67466,6.58159
ENSG00000149929,-1.00812,,,
ENSG00000149930,1.96759,,2.60277,
ENSG00000150048,-0.730404,-0.703779,,
ENSG00000150054,0.472304,,,
ENSG00000150093,2.52999,0.787966,0.582486,0.969056
ENSG00000150316,-0.836441,,,
ENSG00000150337,-1.69778,,,
ENSG00000150347,-1.1321,,,
ENSG00000150401,-0.174261,-0.747214,0.986212,0.168997
ENSG00000150403,2.85395,-0.884254,0.482404,-0.28415
ENSG00000150433,-0.474336,,0.600444,
ENSG00000150455,-0.94653,-1.13197,,
ENSG00000150456,-0.267021,-0.560375,-1.16146,-1.21752
ENSG00000150457,2.96259,,,
ENSG00000150477,-0.0183346,,-0.408653,
ENSG00000150527,-0.472888,,,
ENSG00000150540,2.33106,,-0.669519,
ENSG00000150625,-4.64908,,2.80738,
ENSG00000150636,-2.07073,,0.86568,
ENSG00000150637,0.0254447,0.72771,,
ENSG00000150681,4.26071,,,
ENSG00000150712,-2.26484,,0.786107,
ENSG00000150753,1.27532,,,
ENSG00000150756,1.1117,,0.536646,
ENSG00000150760,3.17426,,0.466567,
ENSG00000150764,1.38188,,-0.291605,
ENSG00000150776,0.0996425,,,
ENSG00000150782,-1.95775,,,
ENSG00000150938,0.365647,0.66627,,
ENSG00000150961,1.21746,,,
ENSG00000150967,7.95496,,,
ENSG00000150977,-1.59561,0.629724,,
ENSG00000150990,0.227224,,,
ENSG00000150991,-0.823416,,,
ENSG00000150995,-1.68329,,,
ENSG00000151006,-0.829385,1.06904,1.17206,1.5847
ENSG00000151012,2.48658,,,
ENSG00000151014,1.13314,,,
ENSG00000151023,-0.026795,-0.670687,,
ENSG00000151065,0.303255,,,
ENSG00000151092,1.82088,,,
ENSG00000151093,2.31346,,,
ENSG00000151116,-1.51806,-0.98982,,
ENSG00000151117,-2.77025,,0.275156,
ENSG00000151131,0.0630498,0.99028,,
ENSG00000151135,2.56165,,,
ENSG00000151136,0.714796,,-1.42526,
ENSG00000151148,0.25799,,,
ENSG00000151150,-1.30108,-1.04687,0.987366,-0.0420782
ENSG00000151151,1.35056,,-0.489757,
ENSG00000151164,-3.9771,,,
ENSG00000151176,2.82857,,,
ENSG00000151208,1.2283,-0.395718,,
ENSG00000151233,-3.60333,-1.8223,-1.73761,-2.51724
ENSG00000151239,-0.392064,,,
ENSG00000151247,0.402988,,,
ENSG00000151292,-1.96351,-0.372911,0.337615,-0.0249586
ENSG00000151304,0.207565,,,
ENSG00000151327,3.04482,1.8852,,
ENSG00000151332,2.8355,0.515263,,
ENSG00000151348,-4.41783,-2.19399,-3.33104,-3.90678
ENSG00000151353,1.27539,,-0.166113,
ENSG00000151366,2.49801,,3.45929,
ENSG00000151376,-1.05059,,0.603256,
ENSG00000151413,0.377175,,,
ENSG00000151414,1.81047,0.0431111,,
ENSG00000151445,-1.17207,,,
ENSG00000151458,-0.0655986,1.15566,,
ENSG00000151466,-1.04713,,,
ENSG00000151468,0.733111,,,
ENSG00000151470,-3.11035,-2.65806,,
ENSG00000151474,1.10388,0.854519,,
ENSG00000151490,-1.35773,,2.51904,
ENSG00000151491,2.31941,,,
ENSG00000151500,-0.474016,,,
ENSG00000151502,0.654407,1.53743,,
ENSG00000151503,-2.53217,-0.70715,,
ENSG00000151552,0.312606,,-1.03323,
ENSG00000151553,4.28473,2.61353,,
ENSG00000151576,-1.53447,,,
ENSG00000151612,-0.376718,,-0.101665,
ENSG00000151623,0.31676,,-0.444934,
ENSG00000151632,0.942028,0.701621,-0.118807,0.412111
ENSG00000151640,1.45406,-1.90799,-2.99971,-3.47027
ENSG00000151650,0.193093,,0.148401,
ENSG00000151655,-2.54155,,,
ENSG00000151665,-1.68722,,3.68001,
ENSG00000151687,-2.56127,,-0.263399,
ENSG00000151689,-2.38246,-1.98181,0.842262,-0.805783
ENSG00000151690,-3.82642,-1.53897,-2.70416,-3.00034
ENSG00000151692,0.585418,,0.702303,
ENSG00000151694,-2.6586,,,
ENSG00000151702,-2.34687,,,
ENSG00000151715,4.73968,-0.187594,,
ENSG00000151718,1.80506,,,
ENSG00000151725,4.34067,3.19173,2.86797,4.28485
ENSG00000151729,-2.51121,,0.970441,
ENSG00000151743,1.80344,,,
ENSG00000151746,-0.275611,-0.710099,,
ENSG00000151748,2.11357,,0.737754,
ENSG00000151773,-5.5512,,-0.987236,
ENSG00000151779,5.6443,,,
ENSG00000151789,-2.96986,,,
ENSG00000151806,-0.544514,0.413181,0.508163,0.651489
ENSG00000151835,0.135477,,,
ENSG00000151846,-0.231725,,,
ENSG00000151849,1.74339,0.492024,,
ENSG00000151876,-0.535672,-1.59173,,
ENSG00000151881,-0.22132,,,
ENSG00000151882,-1.55783,,,
ENSG00000151883,1.73338,,1.31715,
ENSG00000151893,-1.67844,0.783185,-0.581309,0.142748
ENSG00000151914,0.377843,,,
ENSG00000151923,0.78488,,1.70988,
ENSG00000152056,1.49622,,,
ENSG00000152061,-1.40624,,,
ENSG00000152082,0.179692,,-0.174324,
ENSG00000152127,0.329819,,,
ENSG00000152128,-1.49499,-0.861356,,
ENSG00000152133,5.01019,,,
ENSG00000152193,-0.338098,,,
ENSG00000152213,-1.5149,,-1.06615,
ENSG00000152219,1.36854,,3.42245,
ENSG00000152223,4.44482,1.48692,,
ENSG00000152229,-4.12247,-0.123665,,
ENSG00000152234,-0.157356,,,
ENSG00000152240,0.164242,,1.22097,
ENSG00000152242,3.3941,,,
ENSG00000152253,-0.892587,,,
ENSG00000152256,-0.0904801,,,
ENSG00000152270,-1.75128,,,
ENSG00000152284,-1.01775,,,
ENSG00000152291,0.734197,0.181897,-0.0128023,0.119568
ENSG00000152315,-2.34371,,,
ENSG00000152332,3.73255,-0.706981,,
ENSG00000152348,0.0334233,-0.669858,-0.965544,-1.1564
ENSG00000152359,-0.400881,,,
ENSG00000152380,3.04217,1.54707,1.69582,2.29307
ENSG00000152382,-1.05396,,-2.8602,
ENSG00000152404,-1.69177,-2.34086,,
ENSG00000152409,3.2392,1.36859,,
ENSG00000152413,0.31182,,,
ENSG00000152422,2.25175,,,
ENSG00000152433,-0.449834,,0.707926,
ENSG00000152439,-0.984334,,-0.118231,
ENSG00000152443,-1.13508,0.746376,0.81736,1.10573
ENSG00000152454,1.79137,,0.62474,
ENSG00000152455,-1.29351,,,
ENSG00000152457,-4.72101,-1.51263,-1.1164,-1.859
ENSG00000152465,0.10303,1.17085,-2.19852,-0.726671
ENSG00000152475,-1.81013,,,
ENSG00000152492,-2.19628,-1.13868,0.0717334,-0.754445
ENSG00000152495,-1.02178,,,
ENSG00000152503,-3.24659,-1.77644,,
ENSG00000152518,-1.56846,,,
ENSG00000152520,-1.40107,0.604707,1.14112,1.23449
ENSG00000152527,-0.108106,-0.825415,-0.669825,-1.05729
ENSG00000152601,-2.47567,,,
ENSG00000152620,-0.860156,-0.831236,,
ENSG00000152642,5.05098,,1.04142,
ENSG00000152672,1.72507,,-0.00576574,
ENSG00000152683,0.0914102,-1.20951,,
ENSG00000152684,-1.08329,-0.396121,0.0455479,-0.247893
ENSG00000152689,-0.0653859,0.33778,0.0823296,0.297062
ENSG00000152700,0.499973,,,
ENSG00000152749,0.0199555,-0.829072,,
ENSG00000152760,-3.66102,-2.58747,-1.23667,-2.70407
ENSG00000152766,-0.489858,0.0389802,,
ENSG00000152767,1.18174,,,
ENSG00000152778,-3.37904,-1.69199,-1.89787,-2.53841
ENSG00000152784,-1.89221,,1.47846,
ENSG00000152804,-0.233531,,,
ENSG00000152894,-1.38041,,,
ENSG00000152904,-0.83988,,,
ENSG00000152926,-0.575582,-1.25002,-1.19296,-1.72745
ENSG00000152942,-0.65966,,1.09526,
ENSG00000152944,-0.613141,-1.88326,-0.753806,-1.86468
ENSG00000152969,9.00322,3.01857,,
ENSG00000152990,0.627864,,,
ENSG00000153006,0.974235,,-0.198717,
ENSG00000153012,-1.86574,,0.387637,
ENSG00000153015,0.678335,,,
ENSG00000153029,-1.94714,,1.96739,
ENSG00000153037,0.790898,-0.818383,,
ENSG00000153044,2.14252,,0.172117,
ENSG00000153048,2.1762,1.52402,,
ENSG00000153066,0.635806,1.58919,-0.944411,0.455925
ENSG00000153071,4.54187,,,
ENSG00000153094,-0.375799,-0.392544,,
ENSG00000153107,-1.73543,,,
ENSG00000153113,-1.62689,,-1.69909,
ENSG00000153140,2.19711,,,
ENSG00000153157,0.393246,-0.364668,-0.358125,-0.511092
ENSG00000153162,-2.04545,,1.39036,
ENSG00000153201,-2.04109,0.874364,0.683887,1.10185
ENSG00000153207,-2.1176,-0.86046,,
ENSG00000153208,-0.10747,0.0657435,2.03329,1.48424
ENSG00000153214,-2.56108,-2.23793,,
ENSG00000153250,-0.926677,,,
ENSG00000153253,1.64142,,,
ENSG00000153283,0.956819,,-0.747554,
ENSG00000153291,-4.86652,-3.42038,-3.55651,-4.93341
ENSG00000153317,-2.68143,-2.8729,-0.346668,-2.27658
ENSG00000153339,0.268376,,-0.670882,
ENSG00000153363,-1.00448,-1.8937,-0.776302,-1.88797
ENSG00000153391,1.69466,-0.719241,-0.265203,-0.696107
ENSG00000153406,2.2985,1.00105,3.14985,2.93513
ENSG00000153487,0.892159,1.06806,,
ENSG00000153495,-0.00989222,0.379579,2.33889,1.92225
ENSG00000153531,-1.60214,,,
ENSG00000153551,-2.26106,,-0.820498,
ENSG00000153558,0.614265,,,
ENSG00000153560,2.70235,,,
ENSG00000153561,1.59212,,,
ENSG00000153563,1.81301,,,
ENSG00000153574,-0.345451,-0.0259039,-1.32407,-0.954577
ENSG00000153767,-0.354847,-0.788094,,
ENSG00000153774,4.49872,2.7711,2.1932,3.51029
ENSG00000153786,5.43446,2.37165,1.61098,2.81614
ENSG00000153790,-1.40012,,,
ENSG00000153814,1.90976,0.271244,,
ENSG00000153815,-0.6036,,,
ENSG00000153823,3.23884,,,
ENSG00000153827,5.11647,,,
ENSG00000153832,-2.59426,,0.926909,
ENSG00000153879,1.37893,-0.0132335,-1.60675,-1.1455
ENSG00000153885,1.36474,1.76664,-1.13474,0.446815
ENSG00000153896,-0.792745,,,
ENSG00000153898,-0.0532635,,-0.0457242,
ENSG00000153914,-0.433927,,,
ENSG00000153922,1.1134,1.30969,1.75411,2.16643
ENSG00000153933,5.06424,1.83536,2.16389,2.8279
ENSG00000153936,-2.07077,,-2.05449,
ENSG00000153976,-1.59609,0.616244,0.929476,1.09299
ENSG00000153989,0.25351,1.392,,
ENSG00000154001,1.85929,,2.66152,
ENSG00000154027,0.533348,,,
ENSG00000154040,-1.30749,,,
ENSG00000154059,0.814234,,,
ENSG00000154079,1.04,3.17626,3.71948,4.87602
ENSG00000154099,2.14908,,-0.522905,
ENSG00000154102,4.39698,0.821367,1.17552,1.41201
ENSG00000154114,1.65428,,,
ENSG00000154122,-0.808479,-0.794178,,
ENSG00000154124,-0.16182,,-0.242742,
ENSG00000154127,-0.293953,,-2.46931,
ENSG00000154133,-3.35043,-1.38927,-0.982438,-1.67705
ENSG00000154134,-1.09161,-1.40319,2.4053,0.708598
ENSG00000154144,1.75864,2.02585,,
ENSG00000154146,-3.09232,,,
ENSG00000154174,-2.21044,,-0.155499,
ENSG00000154175,-1.97979,,,
ENSG00000154188,-0.888725,,,
ENSG00000154217,-2.32327,,1.72856,
ENSG00000154222,-2.69696,,,
ENSG00000154227,0.664142,0.563,,
ENSG00000154229,1.09335,,-0.841009,
ENSG00000154258,-1.00336,,,
ENSG00000154263,-0.618805,-1.75238,-0.132961,-1.33314
ENSG00000154265,-1.4247,,,
ENSG00000154277,-0.307746,,-0.469628,
ENSG00000154305,-1.01615,,1.93061,
ENSG00000154309,-0.776154,-0.347732,1.2229,0.618836
ENSG00000154319,2.30512,-0.0280834,0.735633,0.500313
ENSG00000154328,2.00044,1.65735,1.49823,2.23133
ENSG00000154359,-5.38206,-3.26184,,
ENSG00000154429,1.07375,0.791355,,
ENSG00000154447,6.17411,,,
ENSG00000154451,1.47017,,,
ENSG00000154511,0.838042,,2.82103,
ENSG00000154518,-2.95967,,,
ENSG00000154548,-0.0880212,-1.09311,-0.665154,-1.24328
ENSG00000154556,-1.19967,,0.0441789,
ENSG00000154582,0.256137,1.76743,,
ENSG00000154589,-2.181,,,
ENSG00000154640,0.0310134,,,
ENSG00000154642,0.711297,,,
ENSG00000154710,-0.260728,,-0.445267,
ENSG00000154719,0.333711,-1.06105,,
ENSG00000154721,1.73696,,,
ENSG00000154734,1.4351,,0.779261,
ENSG00000154743,-2.64247,-1.6594,-0.305208,-1.38919
ENSG00000154760,1.07343,-1.14595,0.458992,-0.485755
ENSG00000154767,0.235394,,0.229613,
ENSG00000154781,-3.46604,-2.15984,-2.11798,-3.02487
ENSG00000154803,-3.56794,,2.06277,
ENSG00000154813,-1.88583,-2.08044,-1.4863,-2.52207
ENSG00000154814,2.09074,0.432579,,
ENSG00000154832,-0.968922,,-0.457054,
ENSG00000154845,4.92638,0.957604,-0.284518,0.475943
ENSG00000154889,-3.27274,-1.43758,-1.4019,-2.00781
ENSG00000154914,-1.84025,,,
ENSG00000154917,-1.86586,,2.65393,
ENSG00000154928,-0.17215,,0.433531,
ENSG00000154930,0.402053,0.710952,-0.56464,0.103458
ENSG00000154945,1.98542,2.63515,,
ENSG00000154957,1.17033,,,
ENSG00000154978,-0.758482,-0.632668,0.24635,-0.273167
ENSG00000155016,-3.53276,,-3.52253,
ENSG00000155034,2.6971,-0.200047,-0.526731,-0.51391
ENSG00000155085,-1.96964,-1.20287,-1.62241,-1.99777
ENSG00000155090,-5.71793,-1.76335,-2.58195,-3.07259
ENSG00000155093,-0.48676,,,
ENSG00000155096,-1.94659,,,
ENSG00000155097,0.983327,,0.318298,
ENSG00000155099,-1.33182,,,
ENSG00000155100,1.14599,,,
ENSG00000155115,-0.616241,,,
ENSG00000155189,-0.0734787,0.459438,,
ENSG00000155229,0.719006,,,
ENSG00000155252,-3.08922,,,
ENSG00000155256,-0.669112,,,
ENSG00000155265,1.97453,,,
ENSG00000155275,-1.43951,,1.51507,
ENSG00000155287,-0.65172,,,
ENSG00000155304,3.30219,,-0.1121,
ENSG00000155313,2.16545,,,
ENSG00000155324,0.41215,,,
ENSG00000155363,-4.17046,-3.45346,-3.14461,-4.66554
ENSG00000155366,-3.41472,,,
ENSG00000155368,2.49108,,,
ENSG00000155380,0.930419,,,
ENSG00000155393,-0.178869,,,
ENSG00000155428,-2.77631,,,
ENSG00000155438,-4.20799,,,
ENSG00000155463,0.240035,,,
ENSG00000155506,-7.22758,,,
ENSG00000155508,4.90533,,-0.430712,
ENSG00000155530,4.80335,3.39865,2.25296,3.99629
ENSG00000155542,-2.69031,-1.60323,-1.52421,-2.21143
ENSG00000155545,1.46979,,,
ENSG00000155561,2.31404,,,
ENSG00000155592,-1.89644,,,
ENSG00000155621,0.436632,,,
ENSG00000155629,1.54096,-0.837493,,
ENSG00000155636,-1.90733,-1.15096,-1.04324,-1.55153
ENSG00000155657,-1.19344,,,
ENSG00000155660,-0.381978,0.0202006,,
ENSG00000155666,1.36724,,,
ENSG00000155729,-2.91206,,-1.64022,
ENSG00000155744,-1.31278,,-0.488556,
ENSG00000155749,2.19251,,,
ENSG00000155755,2.0386,0.265548,-0.759658,-0.349388
ENSG00000155792,0.23704,,,
ENSG00000155827,-3.72397,,,
ENSG00000155846,-3.84969,,,
ENSG00000155849,0.661543,-0.417664,-1.59908,-1.42605
ENSG00000155868,2.34732,,,
ENSG00000155893,-0.764219,-0.184813,1.79794,1.14065
ENSG00000155906,1.06295,0.82639,,
ENSG00000155926,-1.91268,-0.7037,-0.477063,-0.834926
ENSG00000155957,1.10875,1.63158,,
ENSG00000155970,-3.80427,-2.6459,,
ENSG00000155974,1.34805,,,
ENSG00000155975,-4.0559,,-3.47532,
ENSG00000156042,0.844441,,1.17167,
ENSG00000156050,-1.29835,,-1.0079,
ENSG00000156052,-0.982449,,,
ENSG00000156110,0.00395478,-0.367052,-0.702399,-0.756216
ENSG00000156113,1.15968,0.388055,,
ENSG00000156136,-0.464826,-0.346502,-0.330196,-0.478497
ENSG00000156162,-3.47483,,,
ENSG00000156170,-2.44266,-0.531341,,
ENSG00000156171,3.40031,,,
ENSG00000156172,0.94971,-0.712798,-0.578625,-0.913174
ENSG00000156206,2.09708,,,
ENSG00000156232,-4.44364,-1.00307,-0.775894,-1.25792
ENSG00000156239,1.30019,-0.465918,-1.0516,-1.07305
ENSG00000156253,3.45498,,1.89863,
ENSG00000156256,-0.201759,,,
ENSG00000156261,2.15209,0.460328,0.0493012,0.360362
ENSG00000156265,-0.606902,-2.36525,1.71315,-0.461105
ENSG00000156304,-0.770703,,,
ENSG00000156381,0.703828,0.871633,,
ENSG00000156384,1.90498,,,
ENSG00000156398,3.26773,2.98494,1.22757,2.97869
ENSG00000156411,1.44996,1.47544,1.94354,2.41758
ENSG00000156414,-4.99071,-2.67885,-3.50974,-4.376
ENSG00000156453,1.63759,,,
ENSG00000156467,0.846914,,,
ENSG00000156469,0.0281812,,,
ENSG00000156471,-0.61045,1.49466,1.25298,1.94287
ENSG00000156502,-3.44876,-1.22444,,
ENSG00000156510,0.406695,-0.0279304,,
ENSG00000156521,-4.93302,,,
ENSG00000156535,-3.62932,,,
ENSG00000156564,-2.71469,,,
ENSG00000156574,3.07052,,,
ENSG00000156587,2.47166,0.327054,,
ENSG00000156599,5.72999,4.85515,,
ENSG00000156603,-1.86462,,0.433089,
ENSG00000156639,3.38086,2.31319,,
ENSG00000156642,-2.36035,,,
ENSG00000156711,0.150611,,-1.62153,
ENSG00000156735,3.4238,,,
ENSG00000156787,-2.29908,,,
ENSG00000156795,-0.674769,,-0.970717,
ENSG00000156802,0.343605,,,
ENSG00000156804,-0.264503,,,
ENSG00000156831,1.68975,,,
ENSG00000156853,1.13149,,,
ENSG00000156869,-0.158669,,-0.243759,
ENSG00000156875,-1.52232,0.44251,,
ENSG00000156876,1.64426,,0.320739,
ENSG00000156886,1.00933,,-0.315471,
ENSG00000156928,-1.23318,,,
ENSG00000156931,-3.60943,-3.29433,-3.79771,-5.01482
ENSG00000156958,4.20297,3.26287,1.74133,3.5385
ENSG00000156970,-0.0504084,,,
ENSG00000156976,-2.77298,0.86839,,
ENSG00000156983,3.11835,,,
ENSG00000156990,-2.74248,,,
ENSG00000157014,-1.26228,-0.188181,,
ENSG00000157017,-1.55445,,0.509568,
ENSG00000157020,1.16685,,,
ENSG00000157036,1.46647,,,
ENSG00000157045,-1.36195,,,
ENSG00000157077,-2.76573,,,
ENSG00000157106,1.75811,0.17637,,
ENSG00000157107,-1.06005,-0.686598,1.34466,0.465322
ENSG00000157110,-1.25337,,,
ENSG00000157111,0.155428,,,
ENSG00000157152,0.262993,,,
ENSG00000157181,2.70001,0.0748276,,
ENSG00000157184,2.689,2.5281,2.34133,3.44321
ENSG00000157191,2.04096,0.540739,1.7709,1.63458
ENSG00000157193,2.30064,0.457326,1.6086,1.46083
ENSG00000157224,-0.917445,,,
ENSG00000157259,1.02091,1.80276,1.93554,2.64338
ENSG00000157303,2.95224,,3.80599,
ENSG00000157315,3.03708,2.5382,2.40685,3.49668
ENSG00000157322,2.2986,1.99982,1.93799,2.78445
ENSG00000157326,0.1059,,0.203938,
ENSG00000157335,-0.882089,-0.982987,2.23723,0.886884
ENSG00000157343,-3.80393,,,
ENSG00000157349,0.731545,,,
ENSG00000157379,-0.753236,-0.803236,-0.156376,-0.678548
ENSG00000157404,-0.0851074,,,
ENSG00000157426,2.92138,0.734139,0.779639,1.0704
ENSG00000157429,-0.478579,-0.10434,-0.962648,-0.754474
ENSG00000157483,-0.695822,0.414746,,
ENSG00000157540,0.635809,,0.229002,
ENSG00000157557,-1.73036,-0.894968,,
ENSG00000157570,1.24655,,0.724019,
ENSG00000157578,-2.96869,,-1.41634,
ENSG00000157593,-0.636958,,,
ENSG00000157601,-1.7178,-0.714747,-0.434868,-0.8129
ENSG00000157617,-3.89943,,1.97868,
ENSG00000157637,0.248951,0.307648,0.730809,0.7343
ENSG00000157653,2.36013,0.225753,,
ENSG00000157657,0.0256473,,,
ENSG00000157693,-5.12331,,-3.46711,
ENSG00000157734,1.9124,0.52281,,
ENSG00000157741,-1.40997,,,
ENSG00000157764,-3.12477,-1.10108,,
ENSG00000157778,-1.61923,0.553141,,
ENSG00000157782,-3.32393,,,
ENSG00000157796,-0.602942,,-0.246563,
ENSG00000157800,-0.187715,-1.26456,-0.790044,-1.45282
ENSG00000157823,-0.985747,-0.71909,-0.897076,-1.1428
ENSG00000157833,0.251613,-1.35434,-1.11263,-1.74441
ENSG00000157837,-3.172,,,
ENSG00000157856,0.227509,1.30577,,
ENSG00000157870,-0.576402,0.408234,,
ENSG00000157873,-0.332722,1.72139,,
ENSG00000157881,-1.94997,,,
ENSG00000157890,-1.99391,,,
ENSG00000157895,1.26955,0.222778,0.0668114,0.20477
ENSG00000157916,1.88562,,-1.80085,
ENSG00000157954,-3.62612,,-0.775416,
ENSG00000157978,-0.144559,,0.349446,
ENSG00000157992,3.11436,,,
ENSG00000157999,4.47053,,1.84463,
ENSG00000158006,-0.647117,,,
ENSG00000158019,-0.343196,,,
ENSG00000158023,0.132343,-0.165042,0.261976,0.0685427
ENSG00000158042,-2.87932,,,
ENSG00000158050,-0.225754,,0.788973,
ENSG00000158062,0.421093,0.861522,-0.760068,0.0717391
ENSG00000158089,0.250735,,,
ENSG00000158092,-0.685633,-1.22093,,
ENSG00000158104,2.59978,1.05354,,
ENSG00000158106,0.0662462,-0.726499,-0.521463,-0.882442
ENSG00000158109,2.45923,,2.60336,
ENSG00000158113,2.85596,1.88675,0.502855,1.68971
ENSG00000158156,-1.0868,-1.12466,-0.51107,-1.15664
ENSG00000158161,-1.41335,-0.892549,,
ENSG00000158163,-1.44731,,-0.444119,
ENSG00000158169,0.27461,,,
ENSG00000158186,1.73469,,0.301959,
ENSG00000158195,0.94785,,,
ENSG00000158234,-0.363405,,,
ENSG00000158270,0.793163,,-0.0337492,
ENSG00000158286,2.37248,,1.67545,
ENSG00000158292,-1.45702,,,
ENSG00000158321,-1.71692,,,
ENSG00000158373,-1.65151,,,
ENSG00000158402,1.60384,,,
ENSG00000158406,-3.49136,0.709841,,
ENSG00000158411,-1.40825,,-1.44882,
ENSG00000158417,0.459639,,,
ENSG00000158428,-0.429721,,,
ENSG00000158435,0.438231,-0.611819,-0.639706,-0.884961
ENSG00000158457,-1.30627,0.0358745,-0.995052,-0.678241
ENSG00000158467,2.29949,,,
ENSG00000158470,-0.315552,-0.362149,,
ENSG00000158473,0.419765,,,
ENSG00000158480,-0.299126,1.34247,,
