gene,eqZ,wbZ,ntZ,multiZ
ENSG00000106305,1.58849,-0.65841,0.1978,-0.3257
ENSG00000106327,4.28348,4.21636,3.08869,5.16544
ENSG00000106330,3.13978,,,
ENSG00000106333,-0.587129,,,
ENSG00000106344,0.461373,-0.882055,-0.603893,-1.05072
ENSG00000106348,-0.213747,0.585038,0.338367,0.652946
ENSG00000106351,3.1705,,,
ENSG00000106355,0.942691,,,
ENSG00000106367,0.570101,,,
ENSG00000106392,3.2508,1.94348,1.27362,2.27484
ENSG00000106399,1.59419,,,
ENSG00000106400,-0.961976,-0.675548,-1.06987,-1.2342
ENSG00000106404,0.834065,0.58746,,
ENSG00000106415,-0.270134,,-0.00399549,
ENSG00000106443,-3.41331,-2.21164,,
ENSG00000106459,0.700406,,0.140529,
ENSG00000106460,-2.54981,,,
ENSG00000106462,1.502,,,
ENSG00000106479,1.15119,,,
ENSG00000106484,-1.8427,-0.869254,-0.832513,-1.20333
ENSG00000106524,0.996133,,-0.740315,
ENSG00000106526,-1.76416,,,
ENSG00000106554,-1.3669,-1.45067,,
ENSG00000106560,1.04043,0.781837,,
ENSG00000106565,1.15827,,1.33953,
ENSG00000106588,2.911,,,
ENSG00000106591,1.40076,,,
ENSG00000106603,0.483622,,0.106841,
ENSG00000106605,-0.399957,0.620382,,
ENSG00000106608,0.285598,,0.102812,
ENSG00000106609,-0.168471,,-1.04901,
ENSG00000106615,-1.87497,,,
ENSG00000106624,-0.820866,0.540572,,
ENSG00000106628,-1.25711,-0.202705,-0.260549,-0.32757
ENSG00000106635,2.18769,,,
ENSG00000106636,0.130545,,,
ENSG00000106638,1.46694,1.73308,1.64429,2.38816
ENSG00000106665,0.226315,,-1.94978,
ENSG00000106682,1.40612,,,
ENSG00000106683,1.93063,,,
ENSG00000106686,1.50935,,,
ENSG00000106692,3.98079,,0.518214,
ENSG00000106701,-1.14929,,0.180506,
ENSG00000106714,1.54819,,,
ENSG00000106723,-1.09247,,,
ENSG00000106733,-1.70655,-1.58413,-0.743786,-1.64608
ENSG00000106771,-2.89297,-1.64586,-0.712765,-1.6678
ENSG00000106772,3.60381,,,
ENSG00000106780,2.63851,1.09193,,
ENSG00000106785,1.78923,1.7215,-0.985841,0.520186
ENSG00000106789,0.778201,1.30576,-1.27903,0.0189056
ENSG00000106799,1.71945,,,
ENSG00000106804,3.00287,,,
ENSG00000106853,2.2967,0.978073,0.104911,0.765785
ENSG00000106868,1.61836,0.812486,-0.222895,0.416904
ENSG00000106976,-2.97878,-2.63323,,
ENSG00000106993,-0.855155,0.292753,0.424226,0.506981
ENSG00000107020,0.374315,-0.0184271,0.429513,0.290682
ENSG00000107036,-3.10988,-0.995011,,
ENSG00000107077,1.11146,,,
ENSG00000107099,-1.5924,-1.96467,-2.02201,-2.81901
ENSG00000107104,0.305787,,1.17724,
ENSG00000107130,-0.0538937,,-1.06321,
ENSG00000107140,-2.76704,,,
ENSG00000107147,0.492558,,,
ENSG00000107164,-1.43663,,-1.36444,
ENSG00000107175,-0.00488339,,,
ENSG00000107185,-1.60501,-0.463656,-0.0889482,-0.39075
ENSG00000107201,-0.117612,-1.02748,2.58444,1.10093
ENSG00000107242,0.68319,-1.82999,,
ENSG00000107263,0.283136,,-0.29026,
ENSG00000107281,-2.76863,,-0.257239,
ENSG00000107331,-0.664381,,-0.123031,
ENSG00000107338,-0.0816862,,,
ENSG00000107341,-1.65228,,,
ENSG00000107371,1.34427,,,
ENSG00000107372,1.51372,,,
ENSG00000107404,-0.515118,,,
ENSG00000107521,2.46211,2.14949,-0.693243,1.02972
ENSG00000107537,-1.6693,0.334542,1.04294,0.974023
ENSG00000107551,0.761749,1.03113,,
ENSG00000107554,0.946745,,0.459864,
ENSG00000107560,-0.287393,-1.87181,,
ENSG00000107566,1.08043,,-1.39927,
ENSG00000107581,0.806874,,,
ENSG00000107593,2.74158,1.93138,,
ENSG00000107611,5.57513,2.67402,,
ENSG00000107614,0.524208,0.96391,-2.35085,-0.980714
ENSG00000107625,1.95643,,1.58293,
ENSG00000107651,-1.26159,,0.369299,
ENSG00000107669,0.968932,-1.16278,,
ENSG00000107672,1.46257,,-0.897617,
ENSG00000107679,5.2756,0.92046,1.42092,1.6556
ENSG00000107736,-3.8211,-1.98755,1.10452,-0.624394
ENSG00000107738,-2.47985,,-0.285879,
ENSG00000107742,0.170589,-0.211831,0.523971,0.220716
ENSG00000107745,-0.439391,0.34948,,
ENSG00000107758,0.727894,,,
ENSG00000107771,-2.14418,,,
ENSG00000107789,-1.15959,,,
ENSG00000107796,-0.608366,,,
ENSG00000107798,-1.25715,-0.381809,-0.00713881,-0.275027
ENSG00000107815,-1.59784,0.0135244,,
ENSG00000107816,-2.06331,,-3.91214,
ENSG00000107819,-2.11118,-1.34909,-0.454492,-1.27532
ENSG00000107821,-0.914843,,,
ENSG00000107829,0.20081,,,
ENSG00000107833,-1.21299,,-0.862854,
ENSG00000107854,-0.609689,2.27705,1.92788,2.97334
ENSG00000107862,0.0429787,,,
ENSG00000107864,0.0794118,,,
ENSG00000107872,0.918913,,,
ENSG00000107882,0.379045,0.250303,-0.114053,0.0963434
ENSG00000107890,-0.839778,,0.386048,
ENSG00000107897,2.29011,,-0.365374,
ENSG00000107902,4.3804,0.761627,2.30978,2.17181
ENSG00000107929,-1.21782,,,
ENSG00000107937,0.941921,,0.0742011,
ENSG00000107951,1.41168,,,
ENSG00000107957,-0.517919,,,
ENSG00000107959,3.22542,0.643207,0.921122,1.10615
ENSG00000107960,-1.02245,,1.06112,
ENSG00000107968,-0.207212,,,
ENSG00000108021,-0.915128,,0.29111,
ENSG00000108039,-1.30222,,0.0398751,
ENSG00000108061,2.34208,,,
ENSG00000108064,1.05907,,1.21683,
ENSG00000108091,0.903024,,,
ENSG00000108107,-2.42503,-0.0950418,0.0624684,-0.0230329
ENSG00000108187,-0.606357,,,
ENSG00000108219,1.46789,,0.905326,
ENSG00000108239,2.14276,,,
ENSG00000108244,0.751965,0.114217,,
ENSG00000108256,3.60158,0.824508,-1.69913,-0.618454
ENSG00000108298,-0.658908,,,
ENSG00000108306,1.73993,,,
ENSG00000108309,-0.48758,,,
ENSG00000108312,0.677258,,,
ENSG00000108344,1.6271,-0.863645,-1.16078,-1.43148
ENSG00000108349,0.919601,0.533572,1.89112,1.71451
ENSG00000108352,-1.55071,-0.749236,-0.732137,-1.04749
ENSG00000108370,1.30244,,,
ENSG00000108379,-1.84378,-4.63465,-4.57698,-6.5136
ENSG00000108384,3.88482,,2.13311,
ENSG00000108395,-0.327834,-0.355605,-0.295335,-0.460284
ENSG00000108405,-1.10797,,,
ENSG00000108424,-0.414992,,,
ENSG00000108433,-0.241679,,0.873057,
ENSG00000108439,-0.874646,,-0.238926,
ENSG00000108443,0.109451,,,
ENSG00000108448,-0.500793,,0.306541,
ENSG00000108465,0.844401,0.0777807,,
ENSG00000108468,2.06642,0.90017,0.769879,1.1809
ENSG00000108469,-0.84442,-0.61397,-0.689131,-0.921431
ENSG00000108479,-3.79787,,,
ENSG00000108506,-1.40828,,,
ENSG00000108509,-0.0568493,0.208364,0.444629,0.461736
ENSG00000108515,1.41906,,,
ENSG00000108523,-0.0392566,0.619439,,
ENSG00000108528,1.31956,,1.20629,
ENSG00000108551,-1.25363,,,
ENSG00000108556,1.14804,1.43602,1.5831,2.13484
ENSG00000108557,-0.389178,,,
ENSG00000108559,6.89477,,,
ENSG00000108561,-1.79147,,-2.8538,
ENSG00000108576,-1.16861,,,
ENSG00000108578,5.38634,,,
ENSG00000108587,-3.16208,,,
ENSG00000108590,2.46885,,,
ENSG00000108591,-0.473786,,-2.1309,
ENSG00000108592,1.6324,1.4365,1.62954,2.16801
ENSG00000108599,4.85699,2.78416,1.55309,3.06689
ENSG00000108604,2.5387,1.82786,1.94798,2.66992
ENSG00000108622,0.097091,,,
ENSG00000108639,-2.82424,-0.703113,-1.73775,-1.72595
ENSG00000108651,0.501194,,-1.18958,
ENSG00000108654,2.24076,,,
ENSG00000108669,-0.521702,,0.66237,
ENSG00000108671,-0.0366005,,,
ENSG00000108679,-0.152007,,,
ENSG00000108733,0.235899,,1.03695,
ENSG00000108771,1.01608,,,
ENSG00000108774,0.0632012,-1.25856,,
ENSG00000108784,1.5421,,1.94445,
ENSG00000108786,-4.02014,-3.47391,-2.82027,-4.45066
ENSG00000108788,-1.23683,-0.605964,,
ENSG00000108797,-3.17748,,,
ENSG00000108798,0.0443345,,,
ENSG00000108799,0.548844,,,
ENSG00000108813,0.691488,,0.938264,
ENSG00000108819,1.71515,,-0.746951,
ENSG00000108823,-0.00834119,,-1.27236,
ENSG00000108826,3.10123,0.918024,,
ENSG00000108828,-1.25943,,,
ENSG00000108830,-1.56575,,,
ENSG00000108839,-0.934401,-0.153718,,
ENSG00000108840,-0.418407,,-3.98387,
ENSG00000108846,-3.66471,-0.383696,,
ENSG00000108852,-0.23013,-0.389513,,
ENSG00000108854,-1.79797,,0.704129,
ENSG00000108883,0.620307,,-0.254943,
ENSG00000108924,-3.1798,,,
ENSG00000108932,0.246655,,,
ENSG00000108946,-0.0421433,1.05493,-0.771188,0.200638
ENSG00000108950,3.68898,0.805482,,
ENSG00000108960,-4.42803,,,
ENSG00000108961,0.160384,,,
ENSG00000108963,-1.54478,,-1.61954,
ENSG00000109016,-1.18684,,,
ENSG00000109047,1.71535,2.01884,1.87773,2.7553
ENSG00000109062,-2.62762,,,
ENSG00000109063,-1.86402,-0.24444,,
ENSG00000109065,-0.0151099,1.6311,,
ENSG00000109066,-1.20765,,,
ENSG00000109079,0.292592,,,
ENSG00000109084,-1.85206,-2.14889,-2.11314,-3.01371
ENSG00000109089,0.959599,,,
ENSG00000109111,-0.537056,,,
ENSG00000109113,-0.0785808,-0.737035,-0.490387,-0.867919
ENSG00000109118,-2.07885,,,
ENSG00000109133,-1.71101,,,
ENSG00000109171,-0.90451,,-1.06405,
ENSG00000109180,1.79536,1.23805,,
ENSG00000109184,0.766637,,,
ENSG00000109220,1.99524,,,
ENSG00000109270,1.99097,,,
ENSG00000109320,1.89082,,-0.423928,
ENSG00000109321,1.03081,,,
ENSG00000109323,3.28054,,,
ENSG00000109332,-1.52679,-3.78429,-3.99861,-5.50335
ENSG00000109381,4.46026,-2.92477,,
ENSG00000109390,0.759822,0.881415,1.54994,1.71923
ENSG00000109436,0.544576,1.0741,1.10054,1.53771
ENSG00000109445,3.11517,,,
ENSG00000109475,3.93198,,,
ENSG00000109501,-6.61709,,,
ENSG00000109519,4.41074,2.07269,-2.75822,-0.484745
ENSG00000109536,0.41214,,,
ENSG00000109572,-1.78622,0.798126,,
ENSG00000109586,-2.19161,,,
ENSG00000109618,-2.59442,,,
ENSG00000109667,1.85738,1.77998,1.86022,2.57401
ENSG00000109670,1.38983,,,
ENSG00000109674,-2.81643,,1.26191,
ENSG00000109680,-0.727661,,,
ENSG00000109685,-0.32761,,,
ENSG00000109686,-0.553715,0.698339,0.43762,0.803244
ENSG00000109689,-0.639054,2.13011,-2.69277,-0.397859
ENSG00000109736,0.0185907,,,
ENSG00000109743,1.96022,,0.687263,
ENSG00000109756,-2.05696,,,
ENSG00000109762,-6.20801,,0.118668,
ENSG00000109771,-5.74316,,0.417216,
ENSG00000109775,0.844719,-0.637685,-0.148377,-0.55583
ENSG00000109790,-2.50869,-1.91941,,
ENSG00000109794,2.01112,,,
ENSG00000109805,-0.893983,1.73419,0.63743,1.67699
ENSG00000109814,0.920725,,0.272438,
ENSG00000109854,3.7237,0.830838,0.298876,0.798828
ENSG00000109861,1.12072,0.86561,0.416462,0.906562
ENSG00000109881,-1.87325,,,
ENSG00000109911,0.700369,,,
ENSG00000109917,-4.19845,,0.718209,
ENSG00000109920,0.197303,,,
ENSG00000109927,-0.777192,,,
ENSG00000109929,0.0283429,,,
ENSG00000109944,0.901227,,-3.14614,
ENSG00000109956,4.90578,4.39137,-2.9756,1.0011
ENSG00000110011,-0.814141,-0.461472,0.1162,-0.244144
ENSG00000110013,-2.18469,,,
ENSG00000110025,0.886663,,,
ENSG00000110042,-2.34975,-1.28577,1.2243,-0.0434654
ENSG00000110046,-0.250573,,3.01485,
ENSG00000110047,4.81171,4.37114,2.68198,4.98731
ENSG00000110057,-0.60582,,,
ENSG00000110060,-3.81094,-2.42025,-1.56853,-2.82049
ENSG00000110063,0.7461,1.59228,,
ENSG00000110066,0.469878,,,
ENSG00000110074,0.124584,,0.593903,
ENSG00000110075,-4.98472,,,
ENSG00000110079,-0.494541,,,
ENSG00000110080,-3.49587,-2.09751,,
ENSG00000110092,0.524231,0.0261929,,
ENSG00000110104,-1.86721,-0.629344,,
ENSG00000110107,-1.82898,,,
ENSG00000110108,-1.45145,,,
ENSG00000110169,-1.31712,,-1.23548,
ENSG00000110171,3.61724,-0.865682,,
ENSG00000110172,-0.072103,,,
ENSG00000110200,0.87629,0.415879,,
ENSG00000110203,-0.173171,-0.34864,,
ENSG00000110218,-0.0221385,1.03312,-0.2057,0.585076
ENSG00000110237,1.94579,0.959006,1.96448,2.06722
ENSG00000110274,0.0920873,-0.825865,-1.63164,-1.73772
ENSG00000110315,-0.743586,,0.484226,
ENSG00000110318,-2.4164,-0.94339,0.0878047,-0.60499
ENSG00000110321,3.02206,,,
ENSG00000110330,-1.86169,,,
ENSG00000110344,-3.54232,-1.69685,-1.82445,-2.48994
ENSG00000110367,1.87646,,-0.560268,
ENSG00000110395,2.71932,,1.33804,
ENSG00000110400,2.31689,,,
ENSG00000110422,0.836789,,0.024408,
ENSG00000110435,-2.89037,,,
ENSG00000110446,-0.861982,0.911314,,
ENSG00000110448,-2.43086,,,
ENSG00000110455,-0.134071,-0.915852,-0.0189314,-0.660992
ENSG00000110497,-0.72089,,,
ENSG00000110514,2.55975,1.3433,1.22702,1.81749
ENSG00000110536,0.716255,3.23343,-0.109961,2.20863
ENSG00000110583,3.89871,3.85515,3.71007,5.34942
ENSG00000110619,0.59158,-0.237184,0.467491,0.162852
ENSG00000110628,-1.58727,-0.522621,-0.100166,-0.440377
ENSG00000110651,-1.43164,,,
ENSG00000110660,2.92004,,-1.00754,
ENSG00000110665,-0.439631,0.0682074,0.694954,0.539636
ENSG00000110693,1.46643,0.531015,,
ENSG00000110700,0.84524,1.21986,1.17729,1.69504
ENSG00000110711,-0.657271,,,
ENSG00000110717,-0.950694,-0.551345,-0.30042,-0.602289
ENSG00000110719,-1.96309,,,
ENSG00000110756,-2.83517,-1.19004,-1.81836,-2.12726
ENSG00000110768,-3.49495,-2.07553,-1.86812,-2.78858
ENSG00000110799,2.24609,,,
ENSG00000110801,2.09269,,,
ENSG00000110811,-1.77618,,,
ENSG00000110851,1.10806,0.401193,-0.121613,0.197692
ENSG00000110852,0.298927,,,
ENSG00000110871,0.855741,-1.67103,-0.80736,-1.75249
ENSG00000110880,1.82905,-0.268585,,
ENSG00000110881,2.18363,2.78031,,
ENSG00000110888,0.898665,,-0.392346,
ENSG00000110906,-4.45468,0.213642,0.399923,0.433856
ENSG00000110917,1.94371,,-2.27115,
ENSG00000110921,1.50076,,,
ENSG00000110925,-0.31464,,,
ENSG00000110931,-1.89337,,1.39085,
ENSG00000110934,1.46533,,,
ENSG00000110944,1.5843,,,
ENSG00000110955,2.50057,,,
ENSG00000111052,1.43952,,,
ENSG00000111057,-1.82575,,-2.52562,
ENSG00000111077,1.11054,,1.76444,
ENSG00000111087,-1.03256,,,
ENSG00000111110,0.794918,,,
ENSG00000111142,-1.15265,,,
ENSG00000111144,-3.40488,0.268039,0.308707,0.407821
ENSG00000111181,1.64698,,,
ENSG00000111196,2.66299,,,
ENSG00000111199,0.870166,0.903592,-0.868418,0.0248717
ENSG00000111203,-1.57199,,,
ENSG00000111206,1.10889,,-0.884258,
ENSG00000111215,-0.921094,-0.435574,,
ENSG00000111224,0.540107,-0.75962,-2.07516,-2.00449
ENSG00000111229,6.24043,,,
ENSG00000111237,-2.82088,,,
ENSG00000111247,1.36335,,,
ENSG00000111254,-2.87886,-0.849328,-1.15699,-1.41868
ENSG00000111261,-0.849617,-1.41271,,
ENSG00000111275,2.00903,-0.445791,,
ENSG00000111276,0.428777,,,
ENSG00000111300,-0.572718,,,
ENSG00000111321,-0.447679,-0.52018,,
ENSG00000111325,4.241,4.79786,5.11385,7.00864
ENSG00000111328,2.03213,-1.67648,-2.3439,-2.84284
ENSG00000111331,1.8312,0.277946,,
ENSG00000111341,1.58566,,0.0460202,
ENSG00000111344,0.394204,,,
ENSG00000111348,-1.29021,,,
ENSG00000111358,-0.43894,,,
ENSG00000111361,-3.01552,,,
ENSG00000111364,0.637293,1.53178,1.95348,2.46445
ENSG00000111405,-2.30135,,,
ENSG00000111412,0.994732,-1.43305,,
ENSG00000111424,-0.00789337,-1.42033,,
ENSG00000111450,1.56585,,,
ENSG00000111452,-1.06292,0.374844,-1.92876,-1.09878
ENSG00000111490,-1.41944,-1.7077,,
ENSG00000111530,1.81867,,-1.63168,
ENSG00000111540,0.895642,,,
ENSG00000111554,-1.83415,-1.01768,,
ENSG00000111581,1.72868,0.276749,0.209684,0.34396
ENSG00000111596,4.47561,,,
ENSG00000111602,-0.642952,,,
ENSG00000111605,-2.85214,,-2.21957,
ENSG00000111615,-0.763044,,-1.66613,
ENSG00000111639,-2.61673,0.398348,,
ENSG00000111642,0.58352,,,
ENSG00000111644,0.835056,,1.00016,
ENSG00000111647,1.81383,0.663727,,
ENSG00000111652,0.546905,0.862295,,
ENSG00000111653,0.52423,,,
ENSG00000111664,-1.03283,-1.28396,-0.872233,-1.52466
ENSG00000111665,1.42707,,-1.26572,
ENSG00000111666,3.85697,1.582,2.20468,2.67759
ENSG00000111670,0.406278,,-1.00621,
ENSG00000111671,3.08691,0.895977,,
ENSG00000111674,0.402012,,,
ENSG00000111676,1.07307,,0.158917,
ENSG00000111678,-2.22107,,,
ENSG00000111679,0.0954595,,,
ENSG00000111684,-0.761441,,,
ENSG00000111696,3.0077,,,
ENSG00000111707,-1.78691,,-1.24721,
ENSG00000111711,0.162069,,,
ENSG00000111725,-0.525328,,3.25725,
ENSG00000111728,-4.49987,-2.36994,1.41158,-0.677665
ENSG00000111731,1.38859,,,
ENSG00000111737,1.8386,,,
ENSG00000111752,-0.274426,-0.355421,,
ENSG00000111775,-0.921236,-0.504478,0.865848,0.255527
ENSG00000111790,-0.438822,,0.856489,
ENSG00000111796,0.579022,,,
ENSG00000111801,-1.58091,-0.40382,0.744825,0.241127
ENSG00000111802,5.09484,-0.563072,,
ENSG00000111817,0.372022,,,
ENSG00000111832,-0.0610699,-0.962315,-0.146655,-0.784161
ENSG00000111834,-1.96226,,,
ENSG00000111837,1.93783,-0.612168,-0.854716,-1.03724
ENSG00000111843,0.818281,,,
ENSG00000111845,-3.62303,,,
ENSG00000111846,0.743723,,,
ENSG00000111850,-0.972607,-1.37589,-1.61549,-2.11523
ENSG00000111863,2.26458,,,
ENSG00000111875,-1.99829,-3.55652,,
ENSG00000111877,-2.76852,-3.82076,-1.96979,-4.09453
ENSG00000111880,0.0406297,,,
ENSG00000111885,-0.923262,-2.09206,,
ENSG00000111886,-2.06769,-1.59521,-0.966275,-1.81125
ENSG00000111897,-0.143028,-0.491514,-1.45165,-1.37402
ENSG00000111906,0.294729,-0.0208021,-1.46174,-1.04832
ENSG00000111911,-2.55728,,,
ENSG00000111912,-0.877567,,,
ENSG00000111913,3.4837,,,
ENSG00000111961,-1.36313,,,
ENSG00000112029,-3.3536,,,
ENSG00000112031,-1.98961,,,
ENSG00000112033,-0.876405,0.942395,-0.623042,0.225817
ENSG00000112053,3.41118,0.305464,,
ENSG00000112062,-0.27756,,,
ENSG00000112077,0.0446892,-1.24562,,
ENSG00000112078,-1.12933,,0.750588,
ENSG00000112079,-0.166348,,0.10964,
ENSG00000112081,0.332021,,,
ENSG00000112096,-1.81704,,-0.0293348,
ENSG00000112110,-2.66927,-1.18483,-1.41908,-1.84124
ENSG00000112118,-3.98057,,2.10896,
ENSG00000112130,-0.439161,0.874069,1.34113,1.56638
ENSG00000112139,-1.68932,-0.541352,,
ENSG00000112149,1.07125,-0.435184,0.683349,0.175479
ENSG00000112159,0.610556,1.10741,0.469289,1.1149
ENSG00000112167,-1.5147,-0.108886,-0.686259,-0.562252
ENSG00000112200,-0.755559,0.171252,,
ENSG00000112232,2.46586,,,
ENSG00000112234,-0.835341,,0.781298,
ENSG00000112237,2.175,0.953673,0.42379,0.974013
ENSG00000112249,-0.665633,-0.926352,-0.988405,-1.35394
ENSG00000112282,-1.0627,,,
ENSG00000112290,-0.711826,,0.160478,
ENSG00000112293,-6.93529,-0.631286,0.664074,0.023185
ENSG00000112294,-9.57072,-3.25831,-0.218896,-2.45876
ENSG00000112297,0.756484,,,
ENSG00000112299,0.954749,0.752069,,
ENSG00000112303,-1.34164,-1.13514,-0.702723,-1.29957
ENSG00000112304,0.569045,-0.498701,,
ENSG00000112305,-1.47895,,,
ENSG00000112306,-2.11898,-1.21129,,
ENSG00000112308,-1.10156,,0.513562,
ENSG00000112309,1.01723,,1.19517,
ENSG00000112320,0.065931,,,
ENSG00000112335,-2.70509,,,
ENSG00000112339,2.2187,,1.13372,
ENSG00000112343,0.298735,5.34207,,
ENSG00000112357,-1.25258,-1.33628,-0.970949,-1.63146
ENSG00000112365,-0.429331,,,
ENSG00000112367,-0.53781,,-1.71883,
ENSG00000112394,2.25262,,,
ENSG00000112419,3.39158,,0.0684108,
ENSG00000112425,-1.31744,,,
ENSG00000112486,0.340018,0.77797,-0.288835,0.345871
ENSG00000112514,-1.17482,-1.58899,,
ENSG00000112531,-6.48013,,,
ENSG00000112561,-1.89432,,,
ENSG00000112578,-4.30415,-2.15534,,
ENSG00000112584,-2.08209,,,
ENSG00000112592,-0.9302,,,
ENSG00000112599,3.0782,1.28698,1.07145,1.66767
ENSG00000112619,-0.258945,,-1.94198,
ENSG00000112624,3.99582,,2.21122,
ENSG00000112640,-1.37071,,,
ENSG00000112651,-3.78412,,,
ENSG00000112655,5.26376,,-1.80743,
ENSG00000112659,5.26255,5.51887,,
ENSG00000112667,8.05636,,,
ENSG00000112679,0.448615,,,
ENSG00000112685,2.94355,1.6976,,
ENSG00000112695,-0.593207,0.162982,-0.0130902,0.105989
ENSG00000112697,-0.872309,,,
ENSG00000112699,3.95707,0.744034,,
ENSG00000112701,-0.61643,-1.43117,,
ENSG00000112739,-2.6981,0.751894,2.36995,2.20747
ENSG00000112759,-1.49288,,-0.89166,
ENSG00000112763,0.0595866,1.30669,2.0193,2.35183
ENSG00000112782,-0.242868,,,
ENSG00000112787,-0.430591,,-0.510954,
ENSG00000112799,1.07191,0.83588,,
ENSG00000112812,-10.458,-3.81928,,
ENSG00000112851,0.46094,1.13676,,
ENSG00000112855,4.96762,,,
ENSG00000112874,-0.531565,,-0.365072,
ENSG00000112877,0.66667,-0.144323,,
ENSG00000112893,1.64905,,-3.47114,
ENSG00000112941,-1.02776,1.15141,1.65536,1.98469
ENSG00000112972,-1.45322,1.11001,1.10205,1.56416
ENSG00000112977,0.69114,-0.0153768,-0.274652,-0.205081
ENSG00000112992,2.28956,1.12348,,
ENSG00000113013,0.526463,-2.36309,0.341311,-1.42961
ENSG00000113048,-0.336032,,,
ENSG00000113083,-2.235,,,
ENSG00000113119,4.26047,,,
ENSG00000113141,5.90468,,2.66131,
ENSG00000113163,1.43043,,,
ENSG00000113231,1.4424,,,
ENSG00000113240,2.01884,1.51142,,
ENSG00000113249,0.5484,,,
ENSG00000113263,1.89845,,,
ENSG00000113269,1.43194,1.76132,,
ENSG00000113272,0.764345,,,
ENSG00000113273,-0.438771,0.406071,0.479195,0.625978
ENSG00000113282,-0.733862,1.83118,,
ENSG00000113312,-0.813832,,,
ENSG00000113318,0.16217,0.374186,0.372692,0.528123
ENSG00000113328,-0.594971,,,
ENSG00000113360,-0.967176,,1.38456,
ENSG00000113384,-0.228173,0.164191,,
ENSG00000113389,2.29793,,,
ENSG00000113407,-0.398915,,,
ENSG00000113441,-2.67484,,,
ENSG00000113448,0.035833,,,
ENSG00000113456,1.41679,,,
ENSG00000113504,-0.963833,-1.1694,-0.738329,-1.34897
ENSG00000113522,-0.276591,,-0.499353,
ENSG00000113552,1.57572,1.09385,0.323053,1.0019
ENSG00000113555,5.18183,,,
ENSG00000113558,-0.446265,,,
ENSG00000113575,-0.346171,,,
ENSG00000113580,0.127323,,,
ENSG00000113583,3.12777,,-0.242443,
ENSG00000113593,1.71065,,0.973589,
ENSG00000113597,0.7596,,,
ENSG00000113621,0.973448,,0.752316,
ENSG00000113638,-0.730637,-1.82055,-2.1524,-2.8093
ENSG00000113645,2.19316,,0.0072774,
ENSG00000113648,-0.595957,,-1.44701,
ENSG00000113649,2.75504,1.38459,,
ENSG00000113657,-2.05559,,-1.04046,
ENSG00000113658,-0.958663,-0.324834,0.788272,0.3277
ENSG00000113712,-0.467664,,,
ENSG00000113716,-4.49068,,-0.480167,
ENSG00000113719,0.742882,,-0.976859,
ENSG00000113721,-0.894732,,1.24805,
ENSG00000113732,4.67634,,,
ENSG00000113734,2.86085,0.694551,0.99262,1.19301
ENSG00000113749,-1.21277,,,
ENSG00000113758,1.13508,,,
ENSG00000113763,-0.0657171,,,
ENSG00000113810,-1.53489,0.869047,,
ENSG00000113811,-0.374937,1.09046,-1.06416,0.0185929
ENSG00000113812,2.07887,1.9038,2.23497,2.92655
ENSG00000113838,-1.53111,,,
ENSG00000113845,0.624908,-1.97779,-1.68175,-2.58768
ENSG00000113851,-7.38441,-0.391497,1.57655,0.837962
ENSG00000113971,0.840701,1.03755,0.819563,1.31318
ENSG00000114021,1.97519,,,
ENSG00000114023,-0.524661,,,
ENSG00000114026,0.87629,0.00851348,,
ENSG00000114030,-0.284274,-3.0287,,
ENSG00000114054,-7.02405,,-6.27883,
ENSG00000114098,1.56925,0.0964007,0.304196,0.283264
ENSG00000114107,0.36631,,,
ENSG00000114125,-2.02917,,,
ENSG00000114126,0.629941,,,
ENSG00000114166,-2.04097,1.0942,0.482978,1.11523
ENSG00000114209,-2.38083,,,
ENSG00000114268,1.42246,,,
ENSG00000114270,1.28368,,,
ENSG00000114302,-2.1561,,,
ENSG00000114316,0.231275,,,
ENSG00000114331,-0.95652,,,
ENSG00000114353,-0.538862,,,
ENSG00000114354,-0.4271,-0.847818,-1.16267,-1.42163
ENSG00000114378,-0.707457,,0.90607,
ENSG00000114388,1.40447,,,
ENSG00000114391,-1.83067,,,
ENSG00000114395,2.5516,,,
ENSG00000114405,-3.99079,,-1.29578,
ENSG00000114416,3.12789,,,
ENSG00000114423,-0.257913,,,
ENSG00000114439,0.936536,,,
ENSG00000114450,-1.3837,-0.65763,,
ENSG00000114455,-0.0663958,,,
ENSG00000114473,-0.43784,,-1.13203,
ENSG00000114480,0.487537,0.12905,0.469391,0.423161
ENSG00000114491,-2.05817,-2.91275,-1.77035,-3.31145
ENSG00000114503,2.82639,,,
ENSG00000114520,-1.01069,0.33343,,
ENSG00000114529,-0.729394,,,
ENSG00000114544,0.843142,0.127205,1.15711,0.908148
ENSG00000114554,-1.11183,1.68651,1.81531,2.47616
ENSG00000114626,-0.814211,,,
ENSG00000114631,-1.11532,-0.652609,-0.837471,-1.05365
ENSG00000114650,-1.67217,0.100973,1.81682,1.35609
ENSG00000114654,1.40193,,,
ENSG00000114670,-1.32731,,-1.2976,
ENSG00000114686,-2.50649,,,
ENSG00000114735,0.901956,-0.375566,0.0419917,-0.235872
ENSG00000114737,0.435641,,,
ENSG00000114738,0.126108,-0.17544,,
ENSG00000114739,-2.05359,-1.74262,2.68667,0.667544
ENSG00000114742,-0.814813,,-0.611256,
ENSG00000114744,-1.24083,,-1.46912,
ENSG00000114745,1.23773,0.104693,0.626239,0.516846
ENSG00000114767,1.76481,,,
