gene,eqZ,wbZ,ntZ,multiZ
ENSG00000125703,1.32721,0.588903,-0.0508322,0.380473
ENSG00000125726,-1.61095,-1.76564,-0.610025,-1.67985
ENSG00000125730,0.912908,0.814355,-0.0306077,0.554193
ENSG00000125731,-0.309734,0.967316,0.0716855,0.734685
ENSG00000125733,-2.19689,-1.89045,-2.24668,-2.9254
ENSG00000125734,0.222993,2.50702,0.927949,2.42889
ENSG00000125744,-0.932592,0.388952,-0.64453,-0.180721
ENSG00000125753,0.174254,0.286144,1.75889,1.44606
ENSG00000125772,1.31117,0.564024,0.540871,0.781279
ENSG00000125775,-4.74469,-1.96052,-1.47083,-2.42633
ENSG00000125779,-1.97517,-1.41514,-0.999983,-1.70775
ENSG00000125812,-0.759946,0.128955,-0.411737,-0.199957
ENSG00000125814,-0.135101,0.16342,-0.124931,0.0272155
ENSG00000125817,1.36353,1.90484,-0.840601,0.752528
ENSG00000125821,-0.831873,-0.917532,-0.394339,-0.927633
ENSG00000125826,1.61273,1.64259,2.10639,2.65093
ENSG00000125834,1.43071,1.18424,0.0132199,0.846734
ENSG00000125844,0.292862,0.0810143,-2.91954,-2.00714
ENSG00000125845,-0.204323,-0.245581,1.6186,0.97087
ENSG00000125869,-0.844386,-1.69403,0.0250325,-1.18016
ENSG00000125870,3.47841,-0.337912,-0.350534,-0.486805
ENSG00000125871,-0.0629807,-0.157135,-0.617022,-0.547412
ENSG00000125877,-1.13418,1.19411,-1.08183,0.0793989
ENSG00000125885,-0.609021,-0.614428,-0.902942,-1.07294
ENSG00000125898,0.276364,-0.251674,-0.0439157,-0.209013
ENSG00000125900,1.45316,4.76427,-3.79064,0.688461
ENSG00000125901,-2.9185,-0.957004,-2.6017,-2.51638
ENSG00000125910,-0.0435029,0.0234464,0.103305,0.0896267
ENSG00000125912,0.0852432,-0.373931,-0.629279,-0.709377
ENSG00000125945,-1.83618,0.316297,-2.01756,-1.20297
ENSG00000125952,-3.22602,2.47309,-0.650405,1.28883
ENSG00000125966,-3.51335,-2.65296,-0.116583,-1.95836
ENSG00000125977,5.1537,3.17214,3.34067,4.60525
ENSG00000125991,-1.08068,0.702417,1.33624,1.44155
ENSG00000126088,0.20047,-0.0505177,-0.48198,-0.376532
ENSG00000126091,-3.07497,-4.79994,-4.79994,-6.78814
ENSG00000126107,-0.693601,2.22652,2.22652,3.14877
ENSG00000126214,7.60063,2.72527,1.99901,3.34057
ENSG00000126216,-0.609792,-1.22284,-1.40481,-1.85803
ENSG00000126217,-0.134124,-0.408648,-0.112385,-0.368426
ENSG00000126218,0.520238,1.79266,1.06142,2.01814
ENSG00000126231,0.818915,1.43336,-1.50591,-0.0513005
ENSG00000126246,-1.13256,-0.262352,0.576829,0.222369
ENSG00000126247,1.09155,0.594141,1.04672,1.16026
ENSG00000126249,0.0119381,1.95773,1.29079,2.29705
ENSG00000126254,0.217323,1.35726,1.35726,1.91945
ENSG00000126261,0.57344,0.720052,1.01509,1.22693
ENSG00000126262,0.52649,1.28224,1.28224,1.81336
ENSG00000126264,-0.36229,-0.263589,-0.263589,-0.372771
ENSG00000126267,-1.30198,-1.7477,-1.75788,-2.47882
ENSG00000126432,1.98965,-0.275664,-3.28922,-2.52075
ENSG00000126467,-3.21325,-3.54857,-3.44795,-4.94729
ENSG00000126500,3.29899,0.118763,0.9308,0.742153
ENSG00000126524,-0.660764,-0.194117,-0.194117,-0.274523
ENSG00000126581,1.27123,-0.624195,-0.624195,-0.882746
ENSG00000126653,-6.34402,-1.84994,2.91889,0.755862
ENSG00000126709,0.144969,-0.341291,-0.341291,-0.482659
ENSG00000126746,-0.537458,0.532093,0.47047,0.708918
ENSG00000126749,-0.827881,0.045942,-0.0578929,-0.00845057
ENSG00000126775,-0.432936,4.35307,0.84881,3.67829
ENSG00000126777,0.760343,-2.21695,0.783854,-1.01335
ENSG00000126790,4.11175,1.6415,3.96162,3.96201
ENSG00000126803,2.29123,-0.0166329,-2.45599,-1.74841
ENSG00000126804,-0.406301,-0.883842,-2.13489,-2.13457
ENSG00000126821,0.196449,-0.07439,0.07439,0
ENSG00000126822,-2.61438,-1.73859,-0.607102,-1.65866
ENSG00000126858,-1.96123,-0.833775,-1.62937,-1.74171
ENSG00000126860,0.495673,0.658724,0.658724,0.931576
ENSG00000126870,0.169476,0.442337,-0.563675,-0.0857988
ENSG00000126878,0.706597,1.08062,2.22076,2.33443
ENSG00000126934,0.856686,0.642336,1.18184,1.28989
ENSG00000127054,-2.19075,-3.12189,-0.898572,-2.8429
ENSG00000127080,-2.10945,-1.13743,-1.29957,-1.72322
ENSG00000127081,-0.92283,1.58814,1.62298,2.2706
ENSG00000127084,0.517757,0.781028,0.992212,1.25387
ENSG00000127191,1.17858,0.637708,0.205804,0.596453
ENSG00000127220,-0.226618,0.479226,0.218906,0.493653
ENSG00000127252,1.00176,-0.830211,-0.830211,-1.1741
ENSG00000127311,2.22191,1.07002,1.08176,1.52154
ENSG00000127314,-0.70879,-0.792374,-0.792374,-1.12059
ENSG00000127328,-3.81708,0.473928,3.00336,2.45881
ENSG00000127337,0.255631,-0.0097023,0.502403,0.348392
ENSG00000127364,0.557496,0.720834,0.77935,1.06079
ENSG00000127366,-0.671967,-0.829058,-0.555701,-0.979172
ENSG00000127399,0.13804,-0.201289,0.437995,0.167377
ENSG00000127415,1.66562,0.747825,0.521789,0.897753
ENSG00000127418,-1.55522,-1.37864,0.499702,-0.621504
ENSG00000127419,-3.40519,0.661088,0.302056,0.681046
ENSG00000127452,0.656981,0.910581,1.15023,1.45721
ENSG00000127463,-0.0621834,0.494286,0.240111,0.519297
ENSG00000127481,-0.116818,0.796956,0.796956,1.12707
ENSG00000127483,2.53677,2.39137,2.15584,3.21536
ENSG00000127507,1.93465,0.633549,0.55377,0.839561
ENSG00000127511,-0.757468,-1.54067,-2.0283,-2.52364
ENSG00000127526,1.21596,1.3508,-1.3508,1.57009e-16
ENSG00000127528,-2.08597,0.0645012,-1.42903,-0.964869
ENSG00000127533,-0.996975,-0.431057,0.184986,-0.173998
ENSG00000127540,-3.04661,0.572438,-0.572438,-7.85046e-17
ENSG00000127554,-2.53848,0.00982526,0.469974,0.339269
ENSG00000127561,-2.38386,0.38386,0.79377,0.83271
ENSG00000127578,0.804277,0.557382,0.304074,0.609141
ENSG00000127580,2.0159,1.43186,1.38493,1.99177
ENSG00000127586,-1.08144,-0.991879,-0.427905,-1.00394
ENSG00000127616,0.884407,1.42134,0.533971,1.38262
ENSG00000127666,1.0647,1.00003,1.06227,1.45827
ENSG00000127774,2.93668,-0.180024,-0.180024,-0.254592
ENSG00000127804,1.64301,-0.327182,0.923477,0.421645
ENSG00000127824,1.37598,-0.734936,0.734936,0
ENSG00000127837,-0.10859,0.563448,0.563448,0.796835
ENSG00000127863,0.36879,-0.0425447,0.0344776,-0.0057043
ENSG00000127884,-0.942723,-0.734122,-0.734122,-1.03821
ENSG00000127903,-2.90224,2.20704,2.50947,3.33507
ENSG00000127914,-2.34008,-1.53131,2.23916,0.500526
ENSG00000127920,2.68801,0.479238,1.07023,1.09564
ENSG00000127922,0.757728,-1.09884,1.09884,0
ENSG00000127946,2.26022,1.5732,-1.5732,1.57009e-16
ENSG00000127947,1.58408,-0.671661,-0.464941,-0.803699
ENSG00000127948,0.753361,0.581858,0.453315,0.731978
ENSG00000127951,2.30072,0.65459,-0.118727,0.378912
ENSG00000127952,-1.37676,-1.21342,-1.02058,-1.57967
ENSG00000127980,2.33655,0.493929,0.142514,0.450033
ENSG00000127989,-2.73407,-0.24393,-0.521311,-0.541107
ENSG00000127993,0.922459,0.407077,1.01671,1.00677
ENSG00000127995,2.10864,1.95534,2.51074,3.158
ENSG00000128000,1.42068,1.06823,1.04381,1.49344
ENSG00000128011,-0.266856,-1.31913,-1.31913,-1.86553
ENSG00000128039,1.32395,1.17839,1.17839,1.66649
ENSG00000128059,-0.154599,-1.62358,-2.10362,-2.63553
ENSG00000128185,-1.19205,1.10394,0.741369,1.30483
ENSG00000128191,-0.593932,2.84367,2.95941,4.1034
ENSG00000128218,-0.48915,2.3438,-0.350289,1.40962
ENSG00000128266,0.00589697,-0.386987,1.55055,0.822764
ENSG00000128271,-0.671106,0.686786,-0.643477,0.0306239
ENSG00000128272,4.13049,1.16272,1.56946,1.93194
ENSG00000128274,2.35993,-0.230497,-1.82633,-1.4544
ENSG00000128283,-0.528429,-1.45442,-1.02057,-1.75008
ENSG00000128284,-0.866127,-0.793537,-1.39334,-1.54635
ENSG00000128294,-1.63217,0.35282,0.241645,0.42035
ENSG00000128298,-0.735638,-0.885684,0.47786,-0.288375
ENSG00000128335,-0.0608924,-0.132957,-0.297348,-0.304272
ENSG00000128394,0.923468,-0.915973,0.964484,0.0343029
ENSG00000128408,-1.01313,-0.0333496,-1.19766,-0.870454
ENSG00000128463,0.277241,0.317909,-0.44053,-0.0867062
ENSG00000128482,-4.05256,0.147816,0.0464652,0.137378
ENSG00000128487,3.31254,6.47252,3.039,6.72566
ENSG00000128524,1.4142,0.535193,0.535193,0.756877
ENSG00000128534,1.4055,1.68776,-1.20253,0.343109
ENSG00000128594,-3.36203,1.08263,-2.35828,-0.902016
ENSG00000128604,4.55154,-2.43797,-2.33362,-3.37403
ENSG00000128607,3.53845,-3.11377,1.17169,-1.37325
ENSG00000128617,1.48974,0.846272,-1.41175,-0.399852
ENSG00000128654,1.71426,2.3758,2.75727,3.62963
ENSG00000128656,2.54761,2.56159,2.33029,3.45908
ENSG00000128683,1.17539,0.431745,-3.72494,-2.32864
ENSG00000128694,-1.70898,-1.87737,-1.4764,-2.37147
ENSG00000128699,-0.481388,-2.12991,-3.43623,-3.93585
ENSG00000128708,-3.36975,-3.81768,-0.493292,-3.04832
ENSG00000128789,2.93898,-0.0536774,1.30959,0.888065
ENSG00000128791,1.58695,-4.47342,-3.50036,-5.63831
ENSG00000128805,-0.947206,1.20798,-1.44343,-0.166491
ENSG00000128815,1.45965,0.946076,0.729087,1.18452
ENSG00000128829,1.59432,-0.398151,1.44205,0.738147
ENSG00000128833,1.41173,-1.06706,3.10708,1.44251
ENSG00000128872,-0.201082,-0.213937,-1.34612,-1.10313
ENSG00000128881,2.77711,2.27631,2.27631,3.21919
ENSG00000128891,-2.59602,-1.47484,-0.838684,-1.63591
ENSG00000128915,-2.90137,-1.63688,2.2247,0.415655
ENSG00000128928,1.26313,2.50353,2.15893,3.29686
ENSG00000128944,-2.05535,-2.43043,-2.45312,-3.45319
ENSG00000128965,-1.16166,1.629,-2.19079,-0.397245
ENSG00000128973,0.267083,-0.591297,-0.591297,-0.83622
ENSG00000128989,3.75986,-0.524773,0.725016,0.141594
ENSG00000129003,1.99458,2.57171,1.4658,2.85495
ENSG00000129007,0.402256,-0.298463,1.94402,1.16358
ENSG00000129071,-0.0414285,-0.878054,-0.728063,-1.1357
ENSG00000129083,-0.389142,0.213686,0.213686,0.302198
ENSG00000129084,0.309627,0.139973,0.139973,0.197952
ENSG00000129103,-1.07721,-1.25468,-1.47694,-1.93155
ENSG00000129187,-0.0387544,0.692837,1.19683,1.33619
ENSG00000129195,0.827034,0.59835,-0.287331,0.219924
ENSG00000129204,3.53839,0.981079,0.996296,1.39822
ENSG00000129235,-1.42049,-0.951831,2.04546,0.773316
ENSG00000129244,0.504417,1.08287,1.08542,1.53321
ENSG00000129250,-0.419989,0.875537,0.740992,1.14306
ENSG00000129255,1.24505,2.57418,-1.06858,1.06462
ENSG00000129292,0.799851,-0.291454,-1.15614,-1.0236
ENSG00000129295,-0.761703,-0.998824,-0.99788,-1.41188
ENSG00000129315,2.26352,-2.04068,-2.19231,-2.99317
ENSG00000129347,0.542155,1.04465,3.25365,3.03936
ENSG00000129353,0.237634,-0.57545,-0.135329,-0.502597
ENSG00000129354,-0.2667,-1.03239,-0.333453,-0.965795
ENSG00000129437,-0.989694,-1.34866,-0.215709,-1.10618
ENSG00000129450,0.970544,-3.32665,-3.11976,-4.5583
ENSG00000129460,-1.09843,-1.16044,-0.698853,-1.31472
ENSG00000129465,2.03713,-0.547637,1.28545,0.521714
ENSG00000129467,1.02977,-0.724115,0.677418,-0.0330202
ENSG00000129472,-0.43846,-1.57531,-1.34388,-2.06418
ENSG00000129473,-2.88832,-2.07133,-2.76193,-3.41763
ENSG00000129484,0.319189,0.545917,0.677011,0.864741
ENSG00000129493,0.444202,-2.38707,-2.44772,-3.41871
ENSG00000129534,-1.97572,-1.12125,-1.80947,-2.07233
ENSG00000129535,0.435097,0.646479,0.646479,0.91426
ENSG00000129562,-0.715805,-0.651734,-0.672371,-0.936284
ENSG00000129566,-0.754042,-0.733129,-0.563339,-0.916741
ENSG00000129595,-1.09581,-0.652742,0.143233,-0.360277
ENSG00000129596,-0.89215,1.00788,0.81205,1.28688
ENSG00000129625,-1.85653,-2.20843,-0.102334,-1.63396
ENSG00000129636,0.920693,0.614352,0.856991,1.0404
ENSG00000129646,1.37871,1.08157,0.49806,1.11697
ENSG00000129657,-0.144293,-0.335491,1.09752,0.538836
ENSG00000129667,1.2733,0.252034,2.14388,1.69417
ENSG00000129673,1.8191,0.346392,1.29978,1.16402
ENSG00000129691,-0.915221,-2.472,-2.472,-3.49593
ENSG00000129749,1.47385,4.88624,-2.80107,1.47443
ENSG00000129757,-2.02008,-0.83049,0.0035844,-0.584711
ENSG00000129925,-2.05719,-3.64231,2.75371,-0.628335
ENSG00000129946,-0.926377,-0.460099,-0.964286,-1.00719
ENSG00000129993,-1.524,-1.99938,0.961035,-0.734221
ENSG00000130005,-4.21239,0.133459,0.133459,0.18874
ENSG00000130023,0.581241,0.543282,0.930794,1.04233
ENSG00000130024,0.572557,0.650741,1.65251,1.62864
ENSG00000130038,-2.25178,-0.783843,-0.589511,-0.971108
ENSG00000130147,-0.993429,0.653008,-1.15842,-0.357381
ENSG00000130158,3.39117,2.22845,-0.776135,1.02694
ENSG00000130159,0.346708,-1.12356,-1.12356,-1.58895
ENSG00000130164,-0.106842,0.548344,0.548344,0.775475
ENSG00000130165,-0.716034,-0.423106,-0.423106,-0.598363
ENSG00000130175,1.09188,1.8567,1.22863,2.18166
ENSG00000130177,-2.98652,-2.03942,-4.72909,-4.78606
ENSG00000130193,-4.37444,-2.84878,1.09427,-1.24063
ENSG00000130202,-0.220289,0.00108603,-0.915615,-0.64667
ENSG00000130222,-0.444592,0.124271,-1.59253,-1.03822
ENSG00000130227,-0.808551,-0.554245,-1.2619,-1.28421
ENSG00000130244,-0.613025,-0.505455,-0.301763,-0.570789
ENSG00000130254,2.88157,-0.946994,-0.946994,-1.33925
ENSG00000130255,0.0631574,-1.35419,-1.35419,-1.91512
ENSG00000130270,2.29538,-2.1359,-1.45349,-2.53808
ENSG00000130299,1.09211,-1.88027,-1.81928,-2.61597
ENSG00000130304,0.640722,0.525218,0.754677,0.905023
ENSG00000130305,2.14201,-0.466422,-2.00776,-1.74951
ENSG00000130309,0.859202,0.354496,-1.08837,-0.518929
ENSG00000130311,-0.501537,-1.13634,-1.13634,-1.60703
ENSG00000130313,0.343929,0.75594,-0.300511,0.322037
ENSG00000130332,0.554128,0.833116,0.513042,0.951877
ENSG00000130347,0.615805,0.104671,0.574488,0.480238
ENSG00000130348,-0.591845,-0.282244,-0.361326,-0.455073
ENSG00000130349,-0.871635,-0.628161,-1.60452,-1.57875
ENSG00000130363,1.50387,2.06416,1.8668,2.77961
ENSG00000130402,1.77868,1.50763,1.42489,2.0736
ENSG00000130413,0.419497,-0.606898,0.65805,0.0361699
ENSG00000130414,-0.15952,0.32119,0.173656,0.349909
ENSG00000130429,-1.7666,0.328477,0.875583,0.851399
ENSG00000130475,-0.374338,0.167205,0.999736,0.825152
ENSG00000130479,-0.865038,0.969013,1.10246,1.46475
ENSG00000130489,0.514262,0.882423,0.641212,1.07737
ENSG00000130508,1.08296,-0.118971,2.76247,1.86924
ENSG00000130517,1.08161,-0.825154,0.530465,-0.208376
ENSG00000130518,0.745621,1.51976,1.51304,2.14452
ENSG00000130520,0.122236,-0.25978,0.984163,0.512216
ENSG00000130529,3.88376,3.12861,1.50821,3.27873
ENSG00000130558,-0.0107316,2.45371,-0.0580419,1.69399
ENSG00000130590,0.194994,0.228586,-0.650833,-0.298574
ENSG00000130592,0.187169,0.651366,0.0179975,0.473311
ENSG00000130595,0.29456,0.0878769,-1.05443,-0.683459
ENSG00000130638,-1.03448,-0.95674,0.621321,-0.237177
ENSG00000130640,0.484685,0.932069,0.837493,1.25127
ENSG00000130649,0.176681,-1.28964,0.641936,-0.457996
ENSG00000130653,0.0301386,0.619702,0.521726,0.807111
ENSG00000130656,-1.55505,0.526052,-0.370022,0.11033
ENSG00000130669,0.625942,1.23313,1.76354,2.11897
ENSG00000130684,-1.53415,-1.54563,-1.54563,-2.18586
ENSG00000130695,-1.19878,-0.106449,-0.589784,-0.492311
ENSG00000130699,-1.74768,-1.33739,0.522514,-0.576205
ENSG00000130702,-1.49576,0.155243,-1.08999,-0.660963
ENSG00000130703,-0.783752,0.294984,-0.779401,-0.342534
ENSG00000130714,0.30928,1.30962,1.31965,1.85917
ENSG00000130717,-0.785528,2.43226,-2.09507,0.238434
ENSG00000130723,-0.173694,0.619012,0.966632,1.12122
ENSG00000130724,-3.12833,-1.96215,-1.16319,-2.20995
ENSG00000130725,-2.54934,-2.97577,0.879309,-1.48242
ENSG00000130731,1.08535,1.04199,1.01204,1.45242
ENSG00000130733,0.404136,-0.798595,-0.798595,-1.12938
ENSG00000130734,-0.763699,-1.11193,1.00002,-0.0791341
ENSG00000130758,0.738299,0.674687,0.327026,0.708318
ENSG00000130764,0.333675,0.111397,-0.731544,-0.438511
ENSG00000130766,2.7342,-0.219467,1.53458,0.929926
ENSG00000130768,-2.05744,-1.01018,1.39041,0.268861
ENSG00000130770,0.557096,1.10678,1.80754,2.06074
ENSG00000130775,-0.417013,0.841139,0.735991,1.1152
ENSG00000130783,3.91109,-0.225505,-0.225505,-0.318912
ENSG00000130787,-1.37088,0.451341,1.79663,1.58955
ENSG00000130803,0.0140674,-0.163711,0.0555882,-0.0764541
ENSG00000130810,0.738459,-1.20675,0.718614,-0.345165
ENSG00000130811,0.421685,0.248234,-0.637251,-0.275077
ENSG00000130812,-0.0481532,-0.42824,-0.357517,-0.555614
ENSG00000130818,-1.07338,-2.19903,-2.06542,-3.01542
ENSG00000130844,-1.28885,-0.8652,-1.21376,-1.47005
ENSG00000130856,0.635,1.43294,1.7942,2.28194
ENSG00000130921,6.02356,3.61319,-7.59392,-2.8148
ENSG00000130935,-0.835262,3.56761,1.66281,3.69846
ENSG00000130939,0.922036,1.30675,-0.136991,0.827143
ENSG00000130948,2.13945,0.755672,-1.86697,-0.785803
ENSG00000130956,1.29229,1.47504,0.834483,1.63308
ENSG00000130997,0.138254,-0.378025,0.935429,0.394144
ENSG00000131013,-1.11052,-1.40327,1.40327,-1.57009e-16
ENSG00000131015,-1.70322,0.693511,0.293554,0.69796
ENSG00000131016,-1.36813,-0.667026,-0.455376,-0.793659
ENSG00000131018,0.218914,0.385882,0.179919,0.400082
ENSG00000131023,1.30275,2.1895,2.1721,3.08412
ENSG00000131037,0.0217999,-0.802851,-0.322318,-0.795614
ENSG00000131043,-1.43515,-1.04526,-1.04526,-1.47822
ENSG00000131051,1.73161,-0.694291,0.297129,-0.280836
ENSG00000131061,-0.355775,-1.00041,-1.00041,-1.4148
ENSG00000131067,-3.93872,-0.827927,1.10398,0.195199
ENSG00000131095,0.481615,-1.24363,-1.24363,-1.75876
ENSG00000131100,0.240087,0.176532,1.13346,0.926304
ENSG00000131116,0.869915,0.448546,0.421494,0.615211
ENSG00000131127,1.19719,-1.22321,0.821921,-0.283752
ENSG00000131143,3.07145,4.44739,1.19134,3.98719
ENSG00000131148,1.55927,1.55984,1.18739,1.94258
ENSG00000131165,-6.95386,-0.053612,0.181597,0.0904993
ENSG00000131236,-0.240095,-0.530636,-0.49449,-0.724873
ENSG00000131238,0.524001,1.12896,-0.840361,0.204073
ENSG00000131242,0.27157,0.652157,1.64217,1.62234
ENSG00000131368,-1.05294,-0.202222,0.190571,-0.00823917
ENSG00000131370,0.625847,0.529214,-1.74488,-0.859603
ENSG00000131373,0.900977,0.713418,0.986576,1.20208
ENSG00000131375,0.475718,-1.41524,-1.41524,-2.00145
ENSG00000131378,-2.07443,1.7053,-0.293083,0.998589
ENSG00000131379,3.39139,2.19642,2.19642,3.1062
ENSG00000131381,0.687702,2.26887,1.31347,2.53309
ENSG00000131389,1.34089,0.950399,1.15219,1.48676
ENSG00000131400,0.207981,-0.771208,-0.771208,-1.09065
ENSG00000131408,1.91592,-1.49101,-1.49101,-2.1086
ENSG00000131437,-1.15174,0.364304,-0.650029,-0.202038
ENSG00000131446,-0.61626,-0.656585,-0.23548,-0.630785
ENSG00000131462,-1.59004,0.424812,-2.93864,-1.77754
ENSG00000131473,-0.27501,0.0169475,-0.118741,-0.0719787
ENSG00000131480,1.8192,-0.898165,-0.898165,-1.2702
ENSG00000131495,-5.36081,-4.75805,-4.96786,-6.87726
ENSG00000131504,3.6628,-0.499869,-0.341649,-0.595043
ENSG00000131558,-2.54885,-0.742954,-1.4707,-1.56529
ENSG00000131591,-0.449725,-0.610956,0.445555,-0.116956
ENSG00000131626,-2.83894,-2.69914,-2.98863,-4.02186
ENSG00000131634,-0.288279,-0.972421,-0.538113,-1.06811
ENSG00000131669,-4.31274,-1.86789,-0.678454,-1.80053
ENSG00000131697,-0.611432,-0.392632,-0.864366,-0.888832
ENSG00000131711,-0.293097,-0.544666,-0.544666,-0.770274
ENSG00000131730,2.17174,0.762147,-0.468165,0.207877
ENSG00000131746,-0.454861,-0.808164,0.808164,-7.85046e-17
ENSG00000131748,3.65549,-1.93498,1.04332,-0.630499
ENSG00000131771,3.74363,2.94855,-2.94855,0
ENSG00000131773,-1.27286,-0.347022,-0.347022,-0.490763
ENSG00000131778,-2.45083,-2.73973,0.424547,-1.63708
ENSG00000131781,1.46683,0.148373,0.148373,0.209831
ENSG00000131845,-2.147,-2.38354,-1.732,-2.91013
ENSG00000131849,4.04354,1.15379,1.19062,1.65775
ENSG00000131899,4.74938,0.966392,-0.612444,0.250279
ENSG00000131931,-2.64501,-0.0629139,0.0629139,-9.81308e-18
ENSG00000131941,1.51253,0.384117,1.69811,1.47236
ENSG00000131943,-0.283183,1.77609,0.328762,1.48836
ENSG00000131944,-0.360965,0.29687,-0.491801,-0.137837
ENSG00000131966,-1.63716,0.311752,0.311752,0.440884
ENSG00000131979,-0.909412,-2.8473,-4.03632,-4.86746
ENSG00000131981,-0.817011,-1.93859,1.59518,-0.242833
ENSG00000132002,1.04699,1.1758,1.14414,1.64045
ENSG00000132003,-2.9173,-2.45838,1.3839,-0.759771
ENSG00000132004,-0.0622402,1.02209,0.932557,1.38214
ENSG00000132010,1.97175,-1.66235,-1.66235,-2.35091
ENSG00000132017,-1.13482,-0.77392,0.0405284,-0.518587
ENSG00000132122,-2.99357,1.3218,-0.448349,0.617621
ENSG00000132141,1.0701,1.13157,0.0771163,0.854673
ENSG00000132155,1.70554,1.87316,-2.67776,-0.568939
ENSG00000132170,-2.76832,0.10576,1.67399,1.25847
ENSG00000132182,2.33468,-1.14265,0.126854,-0.718278
ENSG00000132196,2.79082,2.30024,3.05854,3.78923
ENSG00000132199,-1.16024,-0.680651,0.200403,-0.339587
ENSG00000132254,1.43313,0.0450563,-0.0360288,0.00638339
ENSG00000132256,-0.188373,-0.0468891,1.02309,0.69028
ENSG00000132259,0.459245,-0.428581,-0.288169,-0.506819
ENSG00000132274,-0.874006,-0.177932,0.77794,0.42427
ENSG00000132275,2.41309,0.379301,0.989335,0.967772
ENSG00000132286,2.47438,-0.0360288,1.59804,1.10451
ENSG00000132300,-2.11786,-0.0855073,1.66409,1.11622
ENSG00000132305,-2.9059,0.203685,-0.947523,-0.525973
ENSG00000132313,-0.0122573,-0.560635,-1.04734,-1.13701
ENSG00000132323,1.81028,-0.387618,1.33696,0.671285
ENSG00000132329,0.203046,0.499756,0.263487,0.539694
ENSG00000132330,-0.263771,-0.859516,-0.274886,-0.802143
ENSG00000132334,2.01901,-0.344059,-0.147823,-0.347813
ENSG00000132356,1.41902,1.69814,1.69814,2.40154
ENSG00000132357,-0.945368,-0.261212,0.273269,0.00852559
ENSG00000132359,0.592234,-1.9856,0.350385,-1.15627
ENSG00000132361,2.37346,0.0326136,0.806241,0.59316
ENSG00000132376,-3.74871,-1.10562,1.08281,-0.0161284
ENSG00000132382,0.739592,1.50861,1.50861,2.1335
ENSG00000132383,4.70157,0.653584,-0.582109,0.0505403
ENSG00000132386,1.88176,1.54359,-0.523045,0.721636
ENSG00000132394,4.01908,4.77407,4.1148,6.28538
ENSG00000132406,0.424261,-1.40314,-0.052357,-1.02919
ENSG00000132432,-0.30443,-0.659236,-0.659236,-0.932301
ENSG00000132434,1.06524,0.849584,0.655519,1.06427
ENSG00000132436,2.97595,2.18362,1.78297,2.8048
ENSG00000132463,2.46986,0.939053,0.567791,1.0655
ENSG00000132467,0.80138,-0.0610775,-0.0610775,-0.0863767
ENSG00000132470,-0.364915,0.788208,0.373593,0.821517
ENSG00000132471,-2.04881,-3.05057,-1.84544,-3.462
ENSG00000132481,0.295906,2.34553,-2.24409,0.0717245
ENSG00000132485,-2.01915,-2.68418,-2.14666,-3.41592
ENSG00000132507,1.90815,1.35414,1.83529,2.25527
ENSG00000132510,-2.80195,-0.726725,-0.0154171,-0.524774
ENSG00000132514,0.675293,-0.525001,0.378483,-0.103604
ENSG00000132522,1.8366,2.28686,3.51452,4.10219
ENSG00000132530,1.16204,-0.721814,0.402713,-0.225639
ENSG00000132535,-2.14494,-0.115388,-0.115388,-0.163183
ENSG00000132541,-0.093722,0.0738314,-0.295839,-0.156983
ENSG00000132561,-0.410989,-1.94745,1.56338,-0.271584
ENSG00000132570,0.316916,-0.885008,-0.957364,-1.30275
ENSG00000132581,-0.872328,0.440807,0.440807,0.623395
ENSG00000132600,4.60918,3.19995,2.62688,4.12019
ENSG00000132603,-3.59974,-3.9671,-3.9886,-5.62553
ENSG00000132604,-3.57103,-1.66089,-3.69978,-3.79057
ENSG00000132622,1.7603,0.223387,-2.08292,-1.31489
ENSG00000132623,0.0396373,-0.889079,-1.36982,-1.59728
ENSG00000132635,3.59774,0.00549478,-2.32005,-1.63664
ENSG00000132640,-0.643399,0.0890766,-1.30303,-0.858396
ENSG00000132661,-0.0212059,-0.466802,-0.542983,-0.714025
ENSG00000132670,-3.04609,-4.73666,1.39719,-2.36136
ENSG00000132680,-1.62277,-2.39889,-2.39889,-3.39255
ENSG00000132681,3.57922,0.259663,1.22677,1.05107
ENSG00000132694,3.30642,3.66976,-1.30169,1.67448
ENSG00000132698,-2.3025,-2.09489,-2.09489,-2.96262
ENSG00000132716,5.07639,4.01192,4.01192,5.67371
ENSG00000132740,-1.40567,-0.607181,1.56059,0.674164
ENSG00000132744,2.56036,1.95149,-2.27858,-0.231288
ENSG00000132749,-1.77695,-2.1447,-1.50545,-2.58105
ENSG00000132763,-0.625479,-0.999737,-1.25715,-1.59586
ENSG00000132780,0.790922,1.12754,1.12754,1.59459
ENSG00000132821,1.41258,1.63836,0.472174,1.49237
ENSG00000132823,1.21961,-0.347262,1.33905,0.701298
ENSG00000132824,0.231072,0.574404,0.574404,0.812329
ENSG00000132846,-0.189977,-0.375043,1.04839,0.47613
ENSG00000132879,0.484348,-0.550273,1.57827,0.726903
ENSG00000132881,0.369053,-0.721276,-0.505422,-0.867406
ENSG00000132906,-0.35189,2.7921,2.09997,3.45922
ENSG00000132912,0.104277,0.171219,0.602046,0.546781
ENSG00000132953,1.62804,1.16482,1.16102,1.64461
ENSG00000132970,0.847771,0.468785,-1.81485,-0.951812
ENSG00000133026,-0.157492,0.370246,-0.370246,0
