gene,eqZ,wbZ,ntZ,multiZ
ENSG00000177599,2.31304,2.22214,1.09693,2.34694
ENSG00000177613,-0.310188,0.837619,-1.23619,-0.28183
ENSG00000177628,1.42167,-0.364507,-1.05531,-1.00396
ENSG00000177663,-0.133042,0.316673,0.82379,0.806429
ENSG00000177666,1.68152,1.67365,1.82637,2.47488
ENSG00000177669,0.0132711,0.282758,0.48307,0.541522
ENSG00000177674,0.183837,-1.44733,-1.30077,-1.9432
ENSG00000177683,-4.46023,-3.97657,-3.71834,-5.44112
ENSG00000177685,-0.97005,-1.46035,-2.20157,-2.58937
ENSG00000177697,-1.43573,-2.64277,0.00501311,-1.86517
ENSG00000177707,-0.810618,-1.67216,-1.67216,-2.36479
ENSG00000177721,-1.03792,0.0721865,1.4672,1.08851
ENSG00000177728,-2.73739,-0.202779,-0.158183,-0.255239
ENSG00000177733,-2.9956,0.821212,4.29053,3.61455
ENSG00000177853,-0.52345,-0.959466,0.180652,-0.550705
ENSG00000177868,-0.655621,-1.17849,-1.92685,-2.19581
ENSG00000177875,-0.80582,-1.23778,-2.40984,-2.57925
ENSG00000177917,2.50518,2.45165,2.43684,3.45669
ENSG00000177946,-0.819668,2.26367,0.625937,2.04326
ENSG00000177951,-0.340756,-0.394845,-1.21372,-1.13743
ENSG00000177963,-0.351892,0.167889,0.188491,0.251998
ENSG00000177989,-2.88299,-0.311377,-0.311377,-0.440353
ENSG00000177990,1.0919,0.364702,0.867576,0.871352
ENSG00000178015,-0.444851,-0.4065,-0.0448021,-0.319118
ENSG00000178026,-1.41236,-0.185288,-2.33322,-1.78085
ENSG00000178028,1.60073,3.753,2.82887,4.65408
ENSG00000178038,-1.76822,-1.07026,-0.170049,-0.877033
ENSG00000178053,-0.139314,1.25556,3.61513,3.4441
ENSG00000178074,8.27005,7.50886,7.39122,10.536
ENSG00000178075,0.481564,-0.503055,-0.219008,-0.510576
ENSG00000178078,1.21438,-0.897031,-1.11746,-1.42446
ENSG00000178093,7.1096,4.98274,4.99109,7.05256
ENSG00000178105,-0.60539,-0.0616534,0.237978,0.12468
ENSG00000178127,0.648668,-1.49753,-0.268264,-1.24861
ENSG00000178163,1.71613,0.989883,0.494949,1.04993
ENSG00000178177,0.178424,2.38877,2.03065,3.125
ENSG00000178199,1.68871,1.55463,1.55463,2.19858
ENSG00000178201,-0.262984,0.427933,0.860034,0.910731
ENSG00000178202,-2.18948,-1.06425,-1.06425,-1.50508
ENSG00000178209,0.101275,-0.20473,0.202065,-0.001884
ENSG00000178217,0.187582,0.409299,1.28628,1.19896
ENSG00000178222,1.70838,1.06375,1.83891,2.05249
ENSG00000178229,1.54562,1.32047,1.59688,2.06288
ENSG00000178252,4.17381,6.64666,6.5352,9.32098
ENSG00000178295,-0.599449,0.0128573,-1.77834,-1.24839
ENSG00000178301,0.595011,-0.276425,1.15343,0.620139
ENSG00000178381,-1.55103,-1.64413,-1.38149,-2.13944
ENSG00000178386,0.163335,-0.347596,-0.372543,-0.509215
ENSG00000178397,0.921672,-0.759497,1.69132,0.658898
ENSG00000178404,1.40798,0.704452,0.0176209,0.510582
ENSG00000178409,-0.981864,-0.858819,-0.65784,-1.07244
ENSG00000178425,0.394794,1.4937,0.697685,1.54954
ENSG00000178445,-1.40692,0,0,0
ENSG00000178449,-3.36351,-1.71098,-3.24182,-3.50216
ENSG00000178467,-3.61148,-0.98028,-1.17013,-1.52057
ENSG00000178538,-5.82717,-3.8071,0.370034,-2.43037
ENSG00000178567,2.26798,-1.16483,-1.16483,-1.64732
ENSG00000178585,-0.537498,0.529844,0.76064,0.91251
ENSG00000178607,-1.13741,-0.504366,-0.948398,-1.02726
ENSG00000178623,-0.0570451,-1.98737,-0.416967,-1.70012
ENSG00000178665,2.33917,2.53658,1.46056,2.8264
ENSG00000178685,-0.10126,-1.20288,0.00240485,-0.848867
ENSG00000178694,-1.63487,-1.67409,1.67409,-1.57009e-16
ENSG00000178695,-0.988316,1.3298,0.610211,1.3718
ENSG00000178700,1.97343,-1.67841,-1.65493,-2.35703
ENSG00000178741,-3.42477,-1.61029,1.81946,0.147905
ENSG00000178752,-0.37079,-1.39931,0.999944,-0.282394
ENSG00000178761,-2.01666,3.08881,-1.5955,1.05593
ENSG00000178764,-1.14273,1.58969,-0.0659303,1.07746
ENSG00000178773,-4.93599,-1.28688,2.30159,0.717507
ENSG00000178802,-3.96335,-4.97284,-1.95801,-4.90085
ENSG00000178814,-0.260668,0.516423,0.137525,0.462411
ENSG00000178852,-0.311405,0.809992,0.531819,0.948803
ENSG00000178878,-0.255618,-0.19629,-0.484148,-0.481142
ENSG00000178904,-2.00202,-1.67199,0.779992,-0.630735
ENSG00000178927,-0.570128,1.57384,1.81166,2.39391
ENSG00000178935,0.0867039,0.577488,-0.719043,-0.100094
ENSG00000178950,-3.73752,-2.23293,-1.43077,-2.59063
ENSG00000178952,2.57915,1.90202,1.90202,2.68986
ENSG00000178966,2.58532,2.36366,-2.54382,-0.127395
ENSG00000178971,0.335254,1.6873,1.44587,2.21549
ENSG00000178974,2.70671,2.85719,2.67065,3.90877
ENSG00000178977,0.327875,0.0513988,-0.144476,-0.0658155
ENSG00000178982,-0.85821,-1.59672,-1.18074,-1.96396
ENSG00000178988,2.34042,-0.693757,0.426674,-0.188856
ENSG00000179010,1.22762,-0.131313,0.365863,0.165852
ENSG00000179021,1.11092,2.008,2.008,2.83974
ENSG00000179029,0.165422,2.12728,2.12728,3.00842
ENSG00000179044,1.67294,1.19411,-1.19411,1.57009e-16
ENSG00000179057,-0.267654,-1.33314,-0.202837,-1.0861
ENSG00000179082,1.9452,0.738198,0.995318,1.22578
ENSG00000179091,0.664416,0.261306,-0.731135,-0.332219
ENSG00000179104,0.0228716,1.63534,0.962352,1.83685
ENSG00000179115,1.29098,2.30747,2.45276,3.36599
ENSG00000179119,1.9125,-0.734076,-1.10441,-1.3
ENSG00000179134,-1.80185,0.822867,0.897791,1.21669
ENSG00000179152,0.235261,-0.637225,0.00782658,-0.445052
ENSG00000179195,-5.04241,-5.41074,-1.93396,-5.19349
ENSG00000179218,-0.501694,-0.395879,-1.34806,-1.23315
ENSG00000179242,2.19138,1.25039,0.325836,1.11456
ENSG00000179262,-0.70948,-1.38906,-1.38906,-1.96443
ENSG00000179299,1.47819,0.823121,-1.8531,-0.728305
ENSG00000179335,-1.03436,0.704318,-0.704318,7.85046e-17
ENSG00000179344,6.01751,2.04587,4.7086,4.77613
ENSG00000179409,-0.781552,-0.0280043,-1.75428,-1.26027
ENSG00000179526,-2.8733,-0.72031,-0.72031,-1.01867
ENSG00000179528,1.30488,1.5402,-0.139092,0.990736
ENSG00000179532,-1.61636,-0.522016,0.653562,0.0930174
ENSG00000179564,3.6172,-1.03046,-1.03046,-1.45729
ENSG00000179598,-3.01226,-1.83696,1.48864,-0.246297
ENSG00000179604,-1.35447,-0.948755,0.466166,-0.341242
ENSG00000179630,1.6618,-1.40125,-1.51536,-2.06236
ENSG00000179639,-1.65824,-2.11093,-2.833,-3.49589
ENSG00000179698,0.820466,0.0103787,1.02506,0.732167
ENSG00000179750,1.89065,-0.528239,-1.03832,-1.10772
ENSG00000179833,1.02245,0.428833,-0.274382,0.109213
ENSG00000179855,0.127591,0.418267,0.110598,0.373964
ENSG00000179859,2.75901,-1.32176,-1.30825,-1.8597
ENSG00000179862,-1.07431,0.412497,-0.106945,0.216058
ENSG00000179869,-2.70874,1.02743,1.2791,1.63097
ENSG00000179909,2.37905,0.943999,-0.345346,0.423312
ENSG00000179912,3.79884,4.67456,-2.32236,1.66326
ENSG00000179914,0.697535,1.19976,0.814922,1.4246
ENSG00000179921,-0.403091,-0.677857,-0.636315,-0.92926
ENSG00000179941,-0.303684,-0.0102036,1.73264,1.21795
ENSG00000179950,-2.76917,5.79514,5.79514,8.19557
ENSG00000179954,-2.62385,-0.504491,-0.726804,-0.870657
ENSG00000179965,7.51629,0.465874,0.465874,0.658845
ENSG00000179979,-2.09887,-1.17556,-0.632638,-1.27859
ENSG00000179981,0.798268,1.11384,0.29437,0.995756
ENSG00000180011,1.01309,1.00907,0.62155,1.15303
ENSG00000180035,2.38361,1.11196,0.0846341,0.846122
ENSG00000180089,-0.342072,1.29663,1.29663,1.83371
ENSG00000180096,0.902949,1.45662,1.95664,2.41354
ENSG00000180098,3.06373,2.19033,2.19033,3.09759
ENSG00000180104,-0.20647,-0.179919,-0.649711,-0.586637
ENSG00000180138,2.15809,1.92971,-0.123664,1.27707
ENSG00000180155,-2.57927,-1.68505,-2.08071,-2.6628
ENSG00000180198,-1.86931,-0.36189,-0.296906,-0.46584
ENSG00000180228,1.01919,-0.650993,-0.650993,-0.920643
ENSG00000180257,0.417895,0.157912,0.449397,0.429432
ENSG00000180263,-1.13574,-0.618352,0.140082,-0.338188
ENSG00000180279,-0.0619934,-0.761708,-0.773458,-1.08553
ENSG00000180304,-1.68049,-0.746572,2.08396,0.945677
ENSG00000180340,-2.71247,1.03956,1.73238,1.96006
ENSG00000180346,1.39287,-2.70613,-2.70613,-3.82704
ENSG00000180353,-0.305263,0.698504,0.663043,0.962759
ENSG00000180354,-0.740654,-1.80431,-0.638254,-1.72715
ENSG00000180370,-1.64624,-1.71494,1.93774,0.157544
ENSG00000180376,1.99671,2.30465,-0.522768,1.25998
ENSG00000180398,-1.28106,-1.08594,-1.12543,-1.56368
ENSG00000180422,4.31118,2.82404,1.91108,3.34823
ENSG00000180425,-0.239947,0.5199,0.492524,0.715892
ENSG00000180448,1.74099,-1.32955,-1.38505,-1.91951
ENSG00000180479,-0.857538,1.94041,2.172,2.90791
ENSG00000180509,-0.750047,-0.32798,-0.253725,-0.411328
ENSG00000180537,0.329913,0.195753,-0.0379203,0.111605
ENSG00000180543,-1.70732,-0.817334,-3.50215,-3.05433
ENSG00000180549,0.848552,0.173774,0.51314,0.485722
ENSG00000180573,7.06667,4.32161,7.87587,8.62492
ENSG00000180596,-5.38654,5.57904,-8.5905,-2.12942
ENSG00000180611,2.17739,-0.508368,-1.00013,-1.06667
ENSG00000180628,-2.49517,-0.647748,1.32969,0.482204
ENSG00000180712,-0.820987,-1.02149,-1.02149,-1.44461
ENSG00000180739,-1.32731,-0.169924,-1.12455,-0.915331
ENSG00000180758,-0.788523,-0.507388,0.204065,-0.214482
ENSG00000180767,-0.969477,-2.13271,-0.420094,-1.80511
ENSG00000180773,0.715484,2.59159,3.18998,4.08819
ENSG00000180776,-0.703592,-1.97417,-1.09039,-2.16697
ENSG00000180817,-2.1937,-1.70139,-1.76066,-2.44804
ENSG00000180822,-1.57241,-1.92926,-1.9206,-2.72226
ENSG00000180855,0.385041,1.26374,-2.97105,-1.20725
ENSG00000180875,0.40906,-0.0898517,1.1576,0.755015
ENSG00000180881,1.51012,1.39719,1.94629,2.3642
ENSG00000180884,-1.13911,-0.31938,-0.778734,-0.776484
ENSG00000180891,-2.05627,-1.00081,0.593657,-0.287903
ENSG00000180901,-3.16514,-1.64888,-1.64258,-2.32742
ENSG00000180902,1.04159,2.43742,1.21391,2.58188
ENSG00000180917,-3.47853,0.450399,0.228938,0.480364
ENSG00000180921,-1.04963,4.55723,4.56011,6.44693
ENSG00000180938,1.18433,-0.331436,-0.49336,-0.583219
ENSG00000180953,1.36648,2.5721,1.55528,2.91849
ENSG00000180957,2.91903,1.26083,1.24995,1.77539
ENSG00000180979,1.93564,2.63518,1.93684,3.2329
ENSG00000180992,-5.09507,-2.18553,-3.09127,-3.73126
ENSG00000181007,2.25484,1.10742,0.886389,1.40983
ENSG00000181016,-0.0440254,0.555335,-0.548923,0.00453408
ENSG00000181019,1.80433,1.06819,-0.250652,0.578088
ENSG00000181026,-0.35226,0.428189,-0.426854,0.000944052
ENSG00000181031,-1.84789,0.0395025,-1.14875,-0.784356
ENSG00000181036,0.750362,1.29007,-1.29007,0
ENSG00000181045,2.84685,2.18653,-12.8717,-7.55555
ENSG00000181074,0.283811,-1.93894,-1.83999,-2.67211
ENSG00000181090,-0.0391471,-0.023806,-0.305017,-0.232513
ENSG00000181104,0.569005,0.0510332,2.13465,1.54551
ENSG00000181135,2.44091,1.74667,0.25539,1.41567
ENSG00000181163,-1.57275,0.139503,0.316449,0.322407
ENSG00000181192,2.83298,2.33614,0.94368,2.31918
ENSG00000181218,0.125887,0.137718,-0.453864,-0.223549
ENSG00000181222,-0.938094,1.76529,0.666422,1.71948
ENSG00000181240,1.61372,1.28916,1.22574,1.7783
ENSG00000181274,-1.79135,-1.92107,-1.60448,-2.49294
ENSG00000181315,-2.9771,-4.01173,0.448616,-2.5195
ENSG00000181322,-1.4142,0.929489,-0.929489,7.85046e-17
ENSG00000181350,-0.205825,-0.879103,-1.33383,-1.56478
ENSG00000181381,0.903178,0.90457,-0.360441,0.384757
ENSG00000181396,-0.286281,-1.45924,-1.84273,-2.33484
ENSG00000181444,-1.44856,0.850478,-0.793637,0.0401924
ENSG00000181450,0.140052,-0.110158,0.598742,0.345481
ENSG00000181458,1.09122,1.09498,-0.17875,0.647874
ENSG00000181513,2.80253,2.09315,1.8044,2.75598
ENSG00000181555,-0.825225,-1.40941,-0.904395,-1.6361
ENSG00000181619,-3.55469,-1.10757,-2.24838,-2.37301
ENSG00000181638,-2.59251,0.0804879,0.124032,0.144617
ENSG00000181649,-0.769379,-0.238868,1.32957,0.771243
ENSG00000181652,0.618501,-0.215555,0.734301,0.366809
ENSG00000181666,0.949978,0.561516,1.04172,1.13366
ENSG00000181744,-0.539485,1.6884,-0.027732,1.17427
ENSG00000181754,1.43363,-0.815808,-0.464344,-0.905204
ENSG00000181778,1.00582,0.102182,-1.12934,-0.726313
ENSG00000181790,2.0193,0.810842,-3.76501,-2.08891
ENSG00000181804,-0.50035,0.44292,-1.05719,-0.434356
ENSG00000181827,-0.521044,-1.95445,-3.29157,-3.7095
ENSG00000181830,-0.644876,-2.42773,-2.08316,-3.18968
ENSG00000181847,0.888956,-0.428558,-0.598159,-0.725999
ENSG00000181856,-4.41375,-1.34107,2.79556,1.02848
ENSG00000181873,-0.787341,-0.988919,1.02125,0.0228592
ENSG00000181885,0.309584,-2.79484,-2.76662,-3.93255
ENSG00000181894,0.31881,1.40853,1.11526,1.78459
ENSG00000181896,-5.25498,-3.30778,2.72853,-0.409592
ENSG00000181904,-1.10273,1.55053,1.55053,2.19278
ENSG00000181929,0.609088,1.48277,-1.48277,0
ENSG00000181938,-3.2768,1.44969,1.44969,2.05018
ENSG00000182004,0.572135,0.408003,0.223289,0.446391
ENSG00000182010,-1.87989,0.079486,-0.47093,-0.276793
ENSG00000182013,0.886485,0.756137,2.41494,2.24229
ENSG00000182022,-0.276314,-0.796993,-0.22888,-0.725402
ENSG00000182054,3.05965,0.266812,-1.02447,-0.535746
ENSG00000182057,6.65872,6.49383,0.647729,5.04984
ENSG00000182087,0.204233,-0.697229,-1.24003,-1.36985
ENSG00000182093,-2.70411,-8.97993,-2.02758,-7.78348
ENSG00000182117,-0.211361,0.667063,1.27681,1.37452
ENSG00000182134,1.67134,0.462271,0.732535,0.844855
ENSG00000182141,0.195035,0.793597,0.178424,0.687323
ENSG00000182158,0.0314861,-0.622211,-0.622211,-0.879939
ENSG00000182165,4.49075,-1.59748,0.1981,-0.989514
ENSG00000182173,-0.410818,-0.186393,-0.523315,-0.501839
ENSG00000182180,-1.06473,-1.14628,-0.736525,-1.33134
ENSG00000182183,-1.00839,0.991369,-1.57175,-0.410392
ENSG00000182185,-0.264584,-1.05449,1.05449,0
ENSG00000182208,-0.396313,-1.95333,-1.97059,-2.77463
ENSG00000182240,-1.81084,-0.398137,0.61924,0.156343
ENSG00000182247,-1.14091,1.63527,0.961067,1.83588
ENSG00000182253,-0.660571,-0.651951,-0.106888,-0.536581
ENSG00000182257,1.79906,2.11318,-2.01864,0.0668518
ENSG00000182272,3.1002,1.85112,-1.73734,0.0804535
ENSG00000182310,-1.57929,0.673945,0.446067,0.791968
ENSG00000182324,-0.326248,-0.766265,-0.34844,-0.788216
ENSG00000182359,-1.49802,-1.38692,-1.75008,-2.21819
ENSG00000182362,-3.0312,0.907429,-0.828297,0.0559548
ENSG00000182372,0.790612,1.06663,3.27632,3.07093
ENSG00000182389,-2.42466,0.904642,1.08889,1.40964
ENSG00000182400,0.396902,-1.91653,1.47021,-0.315594
ENSG00000182405,-0.941256,-0.42387,-0.42387,-0.599443
ENSG00000182473,-0.408168,-2.29629,0.913006,-0.978129
ENSG00000182511,7.19762,8.53313,1.37216,7.0041
ENSG00000182512,-0.2642,1.41425,-1.61941,-0.145071
ENSG00000182534,-0.714717,-1.62907,0.0592165,-1.11006
ENSG00000182544,4.33424,3.47144,3.62053,5.01478
ENSG00000182551,0.0833897,1.05684,-0.782903,0.193704
ENSG00000182557,3.41681,0.505247,0.990135,1.05739
ENSG00000182566,1.03963,0.100344,-0.964067,-0.610744
ENSG00000182578,1.01606,0.915201,1.64806,1.8125
ENSG00000182580,0.743972,0.826418,0,0.584366
ENSG00000182586,-0.0474342,1.90965,-1.20125,0.500913
ENSG00000182600,-1.56571,-1.87758,-1.87758,-2.6553
ENSG00000182621,1.43608,0.739074,0.434563,0.829887
ENSG00000182628,2.36498,2.28673,2.60291,3.4575
ENSG00000182636,-1.28724,-1.69702,-1.69702,-2.39995
ENSG00000182670,-3.17835,-0.868978,-5.1054,-4.22452
ENSG00000182685,-0.0333733,0.205559,-1.26835,-0.751508
ENSG00000182718,-2.29813,-0.766011,-0.766011,-1.0833
ENSG00000182742,0.530727,1.26406,-1.28585,-0.015411
ENSG00000182795,-3.42162,1.04857,1.04857,1.4829
ENSG00000182827,-1.90684,-1.28702,-5.48077,-4.78555
ENSG00000182853,1.89959,-1.1456,-1.25395,-1.69674
ENSG00000182871,2.07405,-0.144538,-0.121492,-0.188112
ENSG00000182885,-0.0599565,-1.08162,0.47055,-0.432089
ENSG00000182899,-0.549209,-1.07299,-0.671154,-1.2333
ENSG00000182902,2.95785,-0.903829,-1.4321,-1.65175
ENSG00000182903,-2.78748,0.188729,0.0997359,0.203975
ENSG00000182923,1.17782,0.943544,0.939282,1.33136
ENSG00000182934,-0.162096,2.01007,-0.74498,0.894552
ENSG00000182952,4.64755,-1.33733,2.85902,1.076
ENSG00000182957,-0.954406,0.0444356,0.0404437,0.0600187
ENSG00000182986,0.849134,-0.378177,-0.850845,-0.86905
ENSG00000182993,-0.0959109,2.52784,1.23133,2.65814
ENSG00000183011,0.746459,0.881891,-0.0363527,0.597886
ENSG00000183018,-1.58795,1.33331,1.5273,2.02276
ENSG00000183019,0.277492,1.69194,-0.17528,1.07244
ENSG00000183020,1.93406,-0.062024,0.727746,0.470737
ENSG00000183023,-0.670854,-1.68973,1.60919,-0.0569519
ENSG00000183044,0.403083,1.02979,-0.7271,0.214036
ENSG00000183049,-2.92821,-4.29911,1.95664,-1.65638
ENSG00000183060,-3.86626,-3.95935,-3.01855,-4.93412
ENSG00000183066,5.41089,3.84167,3.84167,5.43294
ENSG00000183077,1.47783,0.743205,-0.908675,-0.117005
ENSG00000183092,-2.83404,-1.56668,1.46364,-0.072861
ENSG00000183134,-1.71047,1.52125,-0.889955,0.446391
ENSG00000183160,-0.68936,-1.19103,0.169804,-0.722119
ENSG00000183172,6.27423,6.61549,6.62217,9.36044
ENSG00000183208,2.41416,1.78992,1.53779,2.35305
ENSG00000183248,1.07024,1.0063,0.583114,1.12389
ENSG00000183250,-0.187639,-2.39083,1.14128,-0.883562
ENSG00000183255,0.952408,3.22885,1.31067,3.20992
ENSG00000183258,-0.776547,1.79596,1.31376,2.1989
ENSG00000183291,2.17498,1.76939,1.76939,2.50229
ENSG00000183323,0.520395,0.888815,0.756403,1.16335
ENSG00000183340,0.0813584,0.953139,0.953139,1.34794
ENSG00000183354,0.175569,1.63603,-0.0720433,1.10591
ENSG00000183386,1.26278,-2.00236,-0.747592,-1.94451
ENSG00000183426,1.11213,0.776728,-1.11697,-0.240589
ENSG00000183431,1.10726,-2.60631,-0.999289,-2.54955
ENSG00000183474,0.468112,0.119966,-0.144167,-0.0171127
ENSG00000183484,-0.493768,0.563703,-0.468049,0.0676375
ENSG00000183486,1.03413,1.85295,-0.197718,1.17043
ENSG00000183508,-0.01062,-1.20206,0.479226,-0.51112
ENSG00000183520,2.01903,-0.677618,-0.0337028,-0.502979
ENSG00000183527,-3.3551,-3.28426,5.41286,1.50514
ENSG00000183542,-1.41819,0.804078,-1.59139,-0.556715
ENSG00000183569,-0.161854,0.625813,-0.273917,0.248828
ENSG00000183570,0.738173,-0.752202,0.504047,-0.175471
ENSG00000183576,-3.14197,-2.68985,2.68985,-3.14018e-16
ENSG00000183597,1.20741,1.59817,-0.530345,0.75507
ENSG00000183605,2.72806,2.24796,2.83797,3.59629
ENSG00000183621,2.6203,1.62541,-1.22972,0.279797
ENSG00000183628,-2.10383,-0.489664,-0.909096,-0.989073
ENSG00000183647,-1.11408,0.35904,0.671559,0.728744
ENSG00000183648,1.04846,-0.578553,0.70324,0.0881666
ENSG00000183662,1.41456,1.16975,1.91416,2.18066
ENSG00000183665,1.06997,0.543042,0.524958,0.75519
ENSG00000183682,-2.52812,-0.749016,0.288008,-0.325981
ENSG00000183688,0.470933,1.06384,-1.92686,-0.610245
ENSG00000183696,3.82716,1.60937,-0.0624814,1.09382
ENSG00000183718,0.509347,1.49679,-1.2655,0.163547
ENSG00000183726,2.10933,1.35752,-1.35752,1.57009e-16
ENSG00000183734,0.945511,-0.181388,0.26034,0.0558271
ENSG00000183735,-0.0534261,0.132234,-0.372544,-0.169925
ENSG00000183741,-0.289798,-3.23625,-2.64124,-4.15601
ENSG00000183763,-4.29529,3.11666,-3.11666,3.14018e-16
ENSG00000183773,1.20027,1.20877,0.671615,1.32963
ENSG00000183784,0.907373,-0.224995,0.264471,0.0279139
ENSG00000183793,-0.17731,0.186764,0.253857,0.311567
ENSG00000183808,0.0730088,1.13798,1.40759,1.79999
ENSG00000183826,-1.41578,-2.86586,1.1235,-1.23204
ENSG00000183828,-0.660122,1.88197,1.78557,2.59334
ENSG00000183844,-1.69255,-1.31459,-1.40689,-1.92438
ENSG00000183856,-0.320754,0.616142,-2.14987,-1.08451
ENSG00000183891,0.679353,0.112009,-0.687271,-0.406771
ENSG00000183960,1.92748,0.977037,-0.977037,-7.85046e-17
ENSG00000183963,2.1814,0.855646,1.30134,1.52522
ENSG00000183977,1.71833,0.102319,-0.439778,-0.23862
ENSG00000184005,-1.60569,-2.3188,-1.53085,-2.72211
ENSG00000184014,0.761112,1.70157,0.820356,1.78327
ENSG00000184056,2.58498,1.72487,-0.748318,0.690524
ENSG00000184076,2.0005,2.32009,-1.15672,0.822623
ENSG00000184154,2.81518,-1.9309,-1.9309,-2.73071
ENSG00000184163,-1.3528,1.12302,1.12302,1.58819
ENSG00000184164,4.94246,4.79997,4.11547,6.30417
ENSG00000184178,0.569682,0.855128,1.07558,1.36521
ENSG00000184182,-0.187173,-1.05987,-0.609073,-1.18012
ENSG00000184203,-1.57835,-1.91692,2.14154,0.158833
ENSG00000184207,2.81256,-1.441,-1.61893,-2.16369
ENSG00000184209,4.54615,1.45181,1.38505,2.00596
ENSG00000184227,1.60877,0.520476,1.88067,1.69787
ENSG00000184232,0.438141,-0.76843,0.721466,-0.0332091
ENSG00000184271,-0.936064,-0.449983,-0.76816,-0.861357
ENSG00000184277,-1.38727,0.264571,3.70998,2.81043
ENSG00000184281,-0.595427,-0.0343743,-0.114891,-0.105547
ENSG00000184292,0.39538,0.277835,0.807999,0.7678
ENSG00000184293,-0.844864,0.0430739,0.305772,0.246671
ENSG00000184313,1.29874,0.758821,1.9231,1.8964
ENSG00000184363,-1.02473,1.0557,-1.08966,-0.0240125
ENSG00000184371,-0.21274,0.545001,0.379116,0.653449
ENSG00000184381,-2.53532,-1.98819,-5.1318,-5.03459
ENSG00000184389,-2.12077,-1.63827,-1.43165,-2.17076
ENSG00000184402,-1.87272,-2.23564,-2.2093,-3.14305
ENSG00000184428,-1.16487,-0.777194,-0.129105,-0.64085
ENSG00000184432,1.60821,1.4937,1.30364,1.97802
ENSG00000184436,4.07368,-0.020002,-0.591505,-0.432401
ENSG00000184445,6.91436,2.03588,1.33839,2.38597
ENSG00000184470,0.505355,0.660177,0.157507,0.57819
ENSG00000184497,-0.981957,-0.065474,0.888665,0.582084
ENSG00000184500,0.569969,0.602043,0.602043,0.851418
ENSG00000184508,3.84749,-0.473947,3.18349,1.91594
ENSG00000184517,0.0630979,0.886464,1.81661,1.91136
ENSG00000184524,-1.31469,-1.49671,-0.376127,-1.3243
ENSG00000184545,0.867817,3.2098,0.75782,2.80553
ENSG00000184574,-0.64487,0.0169373,-0.957487,-0.665069
ENSG00000184584,1.55751,0.409434,0.402785,0.574326
ENSG00000184602,-1.72129,-0.517947,-1.82781,-1.6587
ENSG00000184613,0.0827172,-0.732531,-2.07066,-1.98216
ENSG00000184619,0.517939,-1.43505,-1.43505,-2.02947
ENSG00000184635,-1.76896,2.95486,1.83357,3.38593
ENSG00000184661,1.43242,1.40224,1.43822,2.00851
ENSG00000184677,-1.15706,-0.371296,-0.371296,-0.525092
ENSG00000184702,1.35854,1.03008,-0.383479,0.457218
ENSG00000184708,-2.24412,-1.50522,-0.493479,-1.41329
ENSG00000184719,-0.963159,0.370372,0.389602,0.537383
ENSG00000184730,2.35173,0.514373,0.721852,0.874143
ENSG00000184731,-1.90242,-2.9783,0.040949,-2.07702
ENSG00000184743,-4.95751,-3.61866,3.2808,-0.238908
ENSG00000184752,-2.3632,-3.42258,-0.954527,-3.09508
ENSG00000184787,0.741906,0.392037,1.72248,1.49519
ENSG00000184840,-2.43168,0.0565877,-1.90753,-1.30882
ENSG00000184857,2.40499,0.163455,-1.812,-1.16569
ENSG00000184860,1.2735,2.5816,-0.66319,1.35652
ENSG00000184887,1.83523,2.19279,1.8182,2.8362
ENSG00000184898,-2.97137,-1.22519,-1.2644,-1.76041
ENSG00000184923,-0.407788,0.913919,-0.724552,0.133903
ENSG00000184925,-0.472072,-0.77994,-0.217894,-0.705575
ENSG00000184939,0.631202,0.966735,-1.52452,-0.394411
ENSG00000184967,-0.235959,0.170399,0.0159782,0.131789
ENSG00000184983,2.453,-0.265754,-0.179758,-0.315025
ENSG00000184985,-0.538913,0.930826,-0.308959,0.439726
ENSG00000184986,-1.67684,-1.79175,1.96326,0.121276
ENSG00000184988,-1.90641,0.731738,0.707131,1.01743
ENSG00000184990,2.29713,0.230264,1.20343,1.01377
ENSG00000184992,0.412237,0.0418513,0.20339,0.173411
ENSG00000185000,0.110261,1.2966,1.1362,1.72025
ENSG00000185009,-0.868799,0.042905,-1.72888,-1.19217
ENSG00000185015,-0.655102,-0.516367,0.521573,0.00368077
ENSG00000185019,-0.959282,-0.583874,-0.390839,-0.689226
ENSG00000185022,-3.11287,-0.887256,1.97733,0.7708
ENSG00000185033,-0.613974,-0.311377,0.989442,0.479465
ENSG00000185043,2.1496,1.2169,0.373156,1.12434
ENSG00000185088,0.868485,-1.15934,-1.80752,-2.09789
ENSG00000185101,-1.77869,-2.05646,-1.08966,-2.22464
ENSG00000185112,-1.64439,-1.60317,-1.84097,-2.43537
ENSG00000185122,1.8695,0.103402,1.2359,0.947029
ENSG00000185127,0.408982,1.59655,1.55605,2.22923
ENSG00000185158,2.45137,0.407752,0.570097,0.691443
ENSG00000185163,0.684541,-0.0407037,0.20106,0.113389
ENSG00000185168,-1.76646,0.58861,-0.14426,0.314203
ENSG00000185187,0.96651,-0.598842,-0.610446,-0.855096
ENSG00000185198,1.60822,0.120218,0.227614,0.245954
ENSG00000185201,1.66024,0.10005,-0.0868306,0.00934758
ENSG00000185215,2.09231,0.602047,-0.666236,-0.045388
ENSG00000185236,0.782627,1.16823,0.953505,1.50029
ENSG00000185245,-0.499273,-0.392452,-1.20408,-1.12892
